Sim	GAMMA	NCURR	STEPS	STR_MUTATION	K_1	Ksd_1	H_1	Hsd_1	GW_1	GWsd_1	R_1	Rsd_1	FIS	Distance
1	10.7246	32243	0.144173	0.000960129	13.4118	2.06334	0.924273	0.0218764	0.722275	0.135826	18.5294	6.16561	0.0205936	6.13798
2	11.0236	33730	0.156616	0.00094122	12.8235	1.66716	0.917782	0.0268524	0.721886	0.151982	17.7647	5.50601	0.0178435	6.39067
3	11.2256	32194	0.157367	0.000967187	11.9412	3.00979	0.900744	0.0382712	0.643849	0.14521	18.5294	6.57759	-0.0059098	5.78437
4	10.9662	31686	0.155524	0.000964634	12.8235	2.21459	0.917782	0.0302752	0.715515	0.154039	18.1765	6.73828	0.0222629	5.81988
5	11.0787	29866	0.15441	0.000965306	12.8235	2.89904	0.91048	0.0311881	0.650628	0.168512	19.7059	5.83914	0.00968784	6.14347
6	11.2507	27197	0.147532	0.000981459	13.1176	2.20461	0.922245	0.0208048	0.639978	0.16933	21.7059	9.99853	-0.0256878	4.64752
7	11.2507	27197	0.147532	0.000981459	13.1176	2.20461	0.922245	0.0208048	0.639978	0.16933	21.7059	9.99853	-0.0256878	4.64752
8	11.3297	24526	0.154277	0.000987277	11.6471	1.61791	0.901285	0.025605	0.74169	0.158972	15.7647	5.86866	-0.00528443	6.31883
9	11.0187	26161	0.152426	0.000941174	12.2353	1.82104	0.913725	0.0198108	0.70916	0.14312	17.1176	5.61118	0.0266462	6.31989
10	10.754	25856	0.163393	0.000940654	13.0588	2.60937	0.921433	0.0289901	0.640498	0.177922	21	7.39087	-0.00456066	5.47475
11	10.7954	28553	0.157103	0.000927755	11.5294	2.80886	0.889385	0.044375	0.750051	0.183971	15.8824	7.65574	-0.0192247	5.64817
12	11.1402	28443	0.142799	0.000975156	11.8235	2.60373	0.903448	0.0446948	0.710605	0.124933	16.1176	4.89748	0.00619963	6.56297
13	11.1402	28443	0.142799	0.000975156	11.8235	2.60373	0.903448	0.0446948	0.710605	0.124933	16.1176	4.89748	0.00619963	6.56297
14	10.6709	27152	0.151557	0.000945456	11.7059	2.22948	0.904801	0.0281792	0.71436	0.182414	17.1765	7.96269	-0.0147127	5.40113
15	10.8135	26017	0.160739	0.000967489	11.9412	2.43594	0.915213	0.0233008	0.687295	0.106221	17.0588	5.81454	-0.0383083	6.24567
16	10.8135	26017	0.160739	0.000967489	11.9412	2.43594	0.915213	0.0233008	0.687295	0.106221	17.0588	5.81454	-0.0383083	6.24567
17	11.0443	23944	0.153836	0.000955298	14.4118	2.45099	0.924679	0.0345739	0.589686	0.130969	24.9412	8.72117	0.0298078	4.92696
18	11.0443	23944	0.153836	0.000955298	14.4118	2.45099	0.924679	0.0345739	0.589686	0.130969	24.9412	8.72117	0.0298078	4.92696
19	11.0079	23402	0.160491	0.000978325	12.5294	2.47784	0.911832	0.0323369	0.71928	0.208769	18.2941	7.90383	-0.00215054	5.50407
20	11.0079	23402	0.160491	0.000978325	12.5294	2.47784	0.911832	0.0323369	0.71928	0.208769	18.2941	7.90383	-0.00215054	5.50407
21	10.5297	25491	0.161881	0.000981508	12.7059	2.25734	0.911832	0.0342419	0.767075	0.14764	16.5882	6.07308	-0.00660624	6.23654
22	10.3752	25534	0.16673	0.000941819	11	2.29129	0.888032	0.0487102	0.751268	0.141593	14.4118	5.17275	0.0294627	6.48991
23	10.3752	25534	0.16673	0.000941819	11	2.29129	0.888032	0.0487102	0.751268	0.141593	14.4118	5.17275	0.0294627	6.48991
24	10.3752	25534	0.16673	0.000941819	11	2.29129	0.888032	0.0487102	0.751268	0.141593	14.4118	5.17275	0.0294627	6.48991
25	10.0564	28100	0.162604	0.000899221	10.9412	2.43594	0.879243	0.0537417	0.788019	0.148393	13.7059	5.45166	0.000955718	6.48753
26	10.0564	28100	0.162604	0.000899221	10.9412	2.43594	0.879243	0.0537417	0.788019	0.148393	13.7059	5.45166	0.000955718	6.48753
27	10.0564	28100	0.162604	0.000899221	10.9412	2.43594	0.879243	0.0537417	0.788019	0.148393	13.7059	5.45166	0.000955718	6.48753
28	9.96767	26892	0.170814	0.000915163	11.2353	2.56246	0.894253	0.0355301	0.793691	0.169042	14.1765	5.93965	0.0273823	6.39481
29	10.352	25135	0.156448	0.000924443	11.6471	2.37016	0.897228	0.038016	0.731577	0.158223	15.7059	5.53133	-0.0145244	6.36937
30	9.97363	24439	0.158677	0.000938701	12	1.90394	0.906288	0.0253855	0.699455	0.163488	17.2353	5.77202	0.00494438	6.20172
31	9.97363	24439	0.158677	0.000938701	12	1.90394	0.906288	0.0253855	0.699455	0.163488	17.2353	5.77202	0.00494438	6.20172
32	10.3197	23783	0.172006	0.000982927	10.9412	1.81902	0.894659	0.0293974	0.821742	0.19813	13.4706	5.44424	0.00970266	6.73712
33	9.88441	26263	0.170238	0.000957521	11.7059	1.99263	0.900068	0.0357628	0.663742	0.155427	17.7059	5.99755	0.0023339	5.93669
34	9.87657	23558	0.174823	0.000960214	11.4118	1.37199	0.903854	0.0292961	0.727772	0.147297	15.5294	4.90048	-0.029316	6.74278
35	9.80546	22684	0.163885	0.000991396	11.2353	2.61078	0.898445	0.031005	0.721254	0.176268	15.7647	6.41804	-0.0131004	6.0511
36	10.2738	24790	0.164245	0.000961616	9.05882	1.78433	0.853414	0.0423772	0.775314	0.162658	11.5882	5.44356	0.00295372	6.60912
37	10.3034	25994	0.176423	0.000913515	11.2353	2.68164	0.894523	0.0496778	0.655865	0.22253	19	10.6829	0.000469704	4.39215
38	9.99695	25968	0.169981	0.000906307	10.8235	2.15741	0.888303	0.0447395	0.797952	0.194246	13.7059	5.89242	-0.0250907	6.43799
39	10.2783	27069	0.183949	0.000892629	10.7647	2.25082	0.886545	0.0340193	0.738887	0.156147	14.6471	6.32397	0.00947568	6.05323
40	10.2783	27069	0.183949	0.000892629	10.7647	2.25082	0.886545	0.0340193	0.738887	0.156147	14.6471	6.32397	0.00947568	6.05323
41	10.4871	28103	0.188365	0.000900722	10.5294	2.06512	0.889114	0.0354419	0.717129	0.206944	15.8824	8.42528	-0.0332755	5.2866
42	10.1102	30184	0.202079	0.000886341	13.8235	2.3779	0.922245	0.0295878	0.661902	0.178655	22.0588	10.3891	-0.0212766	4.65243
43	9.662	30650	0.208558	0.000862942	13.5294	1.84112	0.914266	0.0220463	0.623798	0.163467	22.6471	9.34038	-0.0171674	4.80797
44	9.2229	33353	0.215016	0.000877777	11.4706	2.52779	0.903178	0.0302899	0.752475	0.137835	15.2941	6.73391	0.0238612	5.95469
45	9.28072	35167	0.20817	0.000922745	14.1765	2.03824	0.931575	0.0184003	0.655063	0.138714	21.4706	5.14924	-0.00195459	6.48429
46	9.01006	34978	0.21311	0.000925823	11.0588	1.78433	0.890602	0.0345407	0.779442	0.145631	13.9412	5.17772	0.000471772	6.66268
47	8.74048	35950	0.21325	0.000884871	11.1765	2.18619	0.892765	0.040426	0.787571	0.166525	14.1176	5.36053	0.030246	6.55581
48	8.55716	35424	0.213173	0.000844987	14.0588	1.78433	0.929547	0.0204155	0.63653	0.144429	22.1176	5.33716	0.0263435	6.33985
49	8.75803	35948	0.210533	0.000872995	11.9412	2.10566	0.899797	0.0313	0.729195	0.179806	16.4706	5.52401	0.0110471	6.36887
50	8.83087	33771	0.205741	0.000839302	11.5882	2.39945	0.902907	0.0344974	0.799836	0.187167	15.2941	9.41916	0.0235586	5.19986
51	8.78443	34291	0.202554	0.000802981	10.7647	2.30568	0.89236	0.0338665	0.742585	0.152032	14.4706	5.5803	0.0207026	6.36793
52	8.78443	34291	0.202554	0.000802981	10.7647	2.30568	0.89236	0.0338665	0.742585	0.152032	14.4706	5.5803	0.0207026	6.36793
53	8.48246	34426	0.211879	0.00075587	12.5294	2.154	0.91643	0.0220938	0.685903	0.178882	18.8824	7.92845	0.00305623	5.36348
54	8.31596	37037	0.20416	0.000757977	11.3529	1.72993	0.89858	0.0348153	0.71152	0.156478	16	5.61249	-0.0265211	6.29998
55	8.15847	37243	0.192223	0.000756695	14.4118	2.95928	0.932252	0.0223787	0.645889	0.146929	23.0588	10.1086	0.00315457	4.88112
56	8.03863	39796	0.198191	0.000719853	11.5294	2.32157	0.903719	0.0328128	0.767472	0.197196	15.5882	7.39137	-0.0114729	5.79759
57	8.03863	39796	0.198191	0.000719853	11.5294	2.32157	0.903719	0.0328128	0.767472	0.197196	15.5882	7.39137	-0.0114729	5.79759
58	8.04806	38953	0.193196	0.000707792	11.6471	2.47339	0.907776	0.025649	0.722451	0.237621	18.2941	11.6553	0.0155744	4.62108
59	8.13931	36974	0.197008	0.000686438	11.6471	2.0292	0.900879	0.029961	0.748228	0.127493	15.1765	4.91471	0.0347826	6.66971
60	8.5276	38584	0.184754	0.000730281	15.4706	2.09516	0.936849	0.0269946	0.642797	0.173855	24.8824	8.12313	0.0255414	5.4406
61	8.73985	38347	0.178141	0.000768256	12.1176	2.82583	0.909263	0.0336501	0.715153	0.126695	16.6471	5.54461	0.00831537	6.38328
62	8.73985	38347	0.178141	0.000768256	12.1176	2.82583	0.909263	0.0336501	0.715153	0.126695	16.6471	5.54461	0.00831537	6.38328
63	9.0785	37456	0.189986	0.000788963	13.8824	2.64297	0.923462	0.0303431	0.692715	0.110133	19.5294	5.17346	-0.0286929	6.56972
64	9.0785	37456	0.189986	0.000788963	13.8824	2.64297	0.923462	0.0303431	0.692715	0.110133	19.5294	5.17346	-0.0286929	6.56972
65	9.07699	38459	0.195109	0.000772553	11.8235	2.03824	0.909669	0.0305276	0.717943	0.173771	16.5294	5.55785	-0.0269687	6.36343
66	9.11485	39524	0.206942	0.000748776	11.8824	2.4208	0.904395	0.0280853	0.712474	0.185538	17.2353	6.95098	0.00727667	5.77528
67	9.54381	39380	0.21192	0.000732539	10.5882	2.67065	0.889249	0.0339055	0.797323	0.182239	13.2353	5.34473	0.0262785	6.71492
68	10.0139	38472	0.214597	0.000768345	10.0588	2.1929	0.881812	0.0383041	0.801917	0.137488	12.2353	5.08096	0.0361675	6.76534
69	10.3681	38709	0.218966	0.000768077	14.4118	2.50147	0.923327	0.0297848	0.645163	0.143682	23.1176	9.77805	-0.0156321	4.80153
70	10.6586	36944	0.216583	0.000771412	12.4118	2.00184	0.906288	0.0367504	0.755267	0.198737	16.9412	6.47563	-0.00401855	6.06865
71	10.2423	34691	0.208048	0.00080992	13.9412	2.46147	0.927248	0.0266848	0.722796	0.108394	19.1765	7.11719	0.0194717	5.81592
72	10.1808	35926	0.221947	0.00084341	13.6471	2.54807	0.924949	0.0256755	0.709027	0.19307	20.3529	9.73358	-0.00939109	5
73	10.6606	36018	0.221814	0.000859359	13.5294	2.23935	0.925625	0.0237091	0.695154	0.163382	19.4706	5.6802	-0.0130185	6.30826
74	10.6606	36018	0.221814	0.000859359	13.5294	2.23935	0.925625	0.0237091	0.695154	0.163382	19.4706	5.6802	-0.0130185	6.30826
75	10.6606	36018	0.221814	0.000859359	13.5294	2.23935	0.925625	0.0237091	0.695154	0.163382	19.4706	5.6802	-0.0130185	6.30826
76	10.4712	36650	0.226074	0.000905495	10.4118	1.90587	0.873698	0.0396133	0.75419	0.159211	13.7059	5.14496	-0.0521921	6.65835
77	10.4712	36650	0.226074	0.000905495	10.4118	1.90587	0.873698	0.0396133	0.75419	0.159211	13.7059	5.14496	-0.0521921	6.65835
78	10.1038	34478	0.225797	0.000872398	13.7059	1.82909	0.930223	0.0214875	0.648303	0.164999	22.2353	9.33762	-0.00346333	4.87917
79	9.7226	37008	0.215865	0.000915726	12.4706	1.94029	0.908722	0.0351164	0.692143	0.163286	17.9412	5.00588	-0.00123305	6.47412
80	9.48943	39040	0.209752	0.00093905	13.1176	2.68985	0.92238	0.0278072	0.605029	0.167645	23.0588	11.1213	0.0273058	4.26319
81	9.48943	39040	0.209752	0.00093905	13.1176	2.68985	0.92238	0.0278072	0.605029	0.167645	23.0588	11.1213	0.0273058	4.26319
82	9.54236	36479	0.2195	0.00090974	12.2941	2.68712	0.908587	0.023423	0.660021	0.175067	19.5294	8.53755	-0.0192812	5.13474
83	9.04936	33758	0.21167	0.000918136	12.8824	2.28808	0.91616	0.025302	0.738878	0.147423	17.5294	6.31583	0.0204705	6.08871
84	8.54036	34457	0.216941	0.000928498	11.2941	1.7946	0.897363	0.0267959	0.730921	0.145428	15.2941	5.42868	-0.000780396	6.4444
85	8.16355	33303	0.219395	0.000895896	13.2353	2.48821	0.924138	0.0264243	0.705914	0.129661	18.4118	5.45503	0.0204453	6.39228
86	8.24342	31452	0.208042	0.000939475	11.2353	2.25082	0.900338	0.0349484	0.666809	0.163134	17.0588	6.49491	-0.0334839	5.79949
87	8.2526	30526	0.215162	0.000927008	11.9412	2.30409	0.89831	0.0349067	0.704484	0.170578	17.4118	7.08042	0.00483242	5.62993
88	8.41265	28489	0.210536	0.000943024	12.2353	1.82104	0.913185	0.02057	0.709214	0.178529	17.8235	7.5186	0.0171674	5.58082
89	8.66356	30515	0.222518	0.000921579	10.7059	2.68712	0.882488	0.0413145	0.777395	0.157981	13.5882	5.19686	0.000158705	6.67266
90	8.5375	29295	0.220825	0.000908718	14.7647	1.85504	0.938607	0.0152221	0.627661	0.171557	24.5294	8.7758	0.00149209	5.19791
91	8.23042	27886	0.217908	0.000878922	11	1.90394	0.900068	0.0238505	0.753345	0.147167	14.2941	4.84465	0.0248756	6.76644
92	8.28593	27958	0.211883	0.000911013	10.5882	2.23771	0.874104	0.0519887	0.72473	0.176021	14.9412	6.8234	0.0320102	5.71744
93	8.28593	27958	0.211883	0.000911013	10.5882	2.23771	0.874104	0.0519887	0.72473	0.176021	14.9412	6.8234	0.0320102	5.71744
94	8.29988	29788	0.218029	0.000903581	11.8824	2.91295	0.906153	0.0378197	0.759903	0.175637	15.8824	6.77202	0.000309119	6.04303
95	8.31624	31946	0.211245	0.000870734	11.2941	1.8962	0.899391	0.0232674	0.786591	0.196037	15.5882	11.0344	0.0331311	4.83981
96	8.53623	34197	0.19897	0.000828102	12.7647	1.92124	0.911968	0.0270514	0.73351	0.140668	17.1176	5.10982	0.00690926	6.57652
97	8.84554	36837	0.210388	0.000849748	11.7647	2.99018	0.899256	0.0374423	0.68477	0.141972	17.3529	7.36496	0.0104313	5.5744
98	8.44657	35216	0.2085	0.000875917	12.5882	2.45099	0.912914	0.033736	0.671326	0.175117	19.4118	7.85858	-0.000920528	5.29178
99	8.08048	36667	0.206446	0.000843831	11.0588	2.22122	0.89236	0.0305002	0.728692	0.144248	15.1176	6.62271	-0.00659341	5.93206
100	8.07738	36298	0.194088	0.000847909	11.3529	2.52342	0.894659	0.0379679	0.728087	0.198327	16.2353	8.17412	0.00516513	5.37765
101	8.49263	38553	0.184303	0.000887542	10.8824	1.93269	0.895064	0.0317805	0.721076	0.143811	14.8824	4.7943	-0.0307018	6.69731
102	8.3294	37905	0.192632	0.00088705	11.4706	2.62482	0.896281	0.0479455	0.742492	0.153637	15.5294	6.67193	0.0341814	5.87281
103	8.3294	37905	0.192632	0.00088705	11.4706	2.62482	0.896281	0.0479455	0.742492	0.153637	15.5294	6.67193	0.0341814	5.87281
104	8.06848	36275	0.182006	0.000899352	12.0588	2.04544	0.914131	0.0220189	0.781688	0.173092	15.6471	6.83686	0.00490196	6.05206
105	8.11366	38397	0.1928	0.000899016	13.9412	2.48673	0.918864	0.0348047	0.694278	0.188393	21.2941	10.036	0.00137174	4.80437
106	8.13308	40929	0.204523	0.000869606	12.5882	2.00184	0.91021	0.0329193	0.725381	0.140179	17.2353	5.80441	0.0450146	6.20409
107	8.16254	38198	0.196903	0.000898452	12.1176	2.59524	0.91332	0.0372879	0.721589	0.22029	17.8235	7.97053	0.0128755	5.48692
108	8.65767	38850	0.192839	0.000866625	11.4706	2.06512	0.900068	0.0307578	0.674138	0.215087	17.8824	6.76279	0.0428838	5.74195
109	8.82805	36777	0.196389	0.000873489	12.5882	2.59949	0.916024	0.0271045	0.706201	0.11526	17.2941	4.84465	-0.0107066	6.68094
110	8.9867	36889	0.188688	0.000900921	13.0588	2.22122	0.923597	0.0199671	0.734171	0.121122	17.5294	5.6912	0.00227445	6.38545
111	8.8725	38736	0.188484	0.000853393	13.4706	2.69531	0.920352	0.0303124	0.710066	0.146678	19.0588	6.36858	0.00745474	6.04888
112	8.8725	38736	0.188484	0.000853393	13.4706	2.69531	0.920352	0.0303124	0.710066	0.146678	19.0588	6.36858	0.00745474	6.04888
113	8.45502	36520	0.193622	0.000864439	13.5882	2.09341	0.921028	0.0195899	0.597559	0.194271	24.6471	10.5412	-0.0226754	4.53321
114	8.32704	34483	0.188573	0.000883103	12.0588	2.63322	0.913996	0.0285634	0.723307	0.170576	16.7059	6.01835	-0.0174793	6.23689
115	8.12638	33114	0.174976	0.00091796	12.8824	1.69124	0.919811	0.0267952	0.727514	0.157626	17.5294	4.73178	-0.00197959	6.75988
116	8.4036	35278	0.184946	0.000937949	15.2941	2.14373	0.941041	0.015334	0.619786	0.120465	24.8235	7.57657	-0.00446561	5.62645
117	8.33585	36057	0.171923	0.000922344	13.1176	1.69124	0.918594	0.025754	0.730499	0.165134	18.4706	7.64949	0.00990703	5.59867
118	8.12169	33331	0.16937	0.000885219	11.3529	2.05977	0.896281	0.0252335	0.766637	0.201549	15.7647	8.87785	0.0025	5.31421
119	8.11175	34798	0.165089	0.000846415	14.4118	2.23771	0.934821	0.0198578	0.69822	0.143861	20.7059	6.24264	0.00599161	6.1365
120	8.0882	32904	0.174434	0.000859494	11.4118	2.50147	0.899391	0.0289136	0.724725	0.199228	16.7059	8.63687	0.00607193	5.24563
121	8.37067	33834	0.183311	0.000894436	10.4118	2.26547	0.882218	0.0314419	0.800378	0.171494	13.2353	6.93298	0.0182453	6.04662
122	8.49284	31620	0.189502	0.000916367	11.0588	2.04544	0.897093	0.0291751	0.793725	0.177004	14.0588	6.40772	0.026049	6.22133
123	8.00187	33082	0.186434	0.00087943	13.4118	1.93839	0.923327	0.0186572	0.72398	0.107678	18.1176	4.84616	0.00636943	6.73797
124	8.34541	34553	0.196238	0.000842834	10.8235	2.4299	0.893982	0.0360092	0.799355	0.134428	13.2941	5.47454	-0.0092462	6.61148
125	8.68018	34808	0.200189	0.000859426	12.3529	1.83511	0.903043	0.0403138	0.670675	0.19145	19.2941	7.69549	0.0281996	5.28631
126	8.27916	34561	0.205888	0.000818161	14.4118	2.39945	0.929547	0.0225232	0.615162	0.177646	25.2353	11.5083	0.013253	4.42961
127	8.27916	34561	0.205888	0.000818161	14.4118	2.39945	0.929547	0.0225232	0.615162	0.177646	25.2353	11.5083	0.013253	4.42961
128	8.65786	35126	0.199648	0.000795723	13.9412	1.88648	0.921298	0.0251502	0.629433	0.196952	23.9412	10.0652	0.00410397	4.69156
129	9.01928	36750	0.202998	0.00075655	11.7059	2.39178	0.89858	0.0319561	0.685635	0.126932	17	6.35413	-0.0219934	5.91428
130	8.58182	38627	0.202583	0.000799122	15.5882	2.03282	0.944422	0.0154262	0.658067	0.137811	23.9412	7.08405	-0.00934579	5.90594
131	8.69886	38500	0.202564	0.000783085	12.6471	2.17776	0.918864	0.0207974	0.695394	0.18554	18.7059	6.74319	0.00137174	5.85673
132	8.91052	40689	0.197881	0.000789579	12.7647	2.5132	0.918053	0.0238757	0.679214	0.182549	19.7647	8.78585	0.0358068	5.0646
133	9.34933	41869	0.203177	0.00077922	12.8824	2.23278	0.919675	0.0209194	0.684785	0.171754	19.1176	6.05064	0.028754	6.0795
134	9.7899	41390	0.195465	0.000817408	14	2	0.929547	0.0187807	0.705608	0.167224	20.2353	6.66642	-0.0348469	6.02116
135	9.69727	38905	0.205588	0.000804339	15	2.66927	0.932116	0.0301942	0.663254	0.13307	22.7059	7.02464	0.0421605	5.79724
136	9.4648	39417	0.213061	0.000818218	12.0588	2.58531	0.906153	0.0324826	0.744592	0.167648	16.1176	5.63341	0.0182268	6.39351
137	9.14649	41459	0.221651	0.000774545	11.7059	2.73324	0.903448	0.0404428	0.759077	0.153998	15.4118	6.74591	0.00170516	5.98277
138	9.14134	41746	0.207409	0.000744445	11	2.17945	0.888979	0.0378767	0.714693	0.146945	15.1176	4.78124	-0.00141799	6.62059
139	9.14134	41746	0.207409	0.000744445	11	2.17945	0.888979	0.0378767	0.714693	0.146945	15.1176	4.78124	-0.00141799	6.62059
140	9.14134	41746	0.207409	0.000744445	11	2.17945	0.888979	0.0378767	0.714693	0.146945	15.1176	4.78124	-0.00141799	6.62059
141	9.49362	43686	0.208235	0.000718503	12.2941	2.44348	0.913049	0.0304786	0.720711	0.14788	16.9412	5.35573	0.00368098	6.42625
142	9.50623	41179	0.221439	0.000750722	11	2.3184	0.888438	0.0436715	0.708994	0.167779	15.4118	5.53465	-0.0157729	6.28483
143	9.17855	39996	0.234018	0.00075943	11.6471	1.83511	0.903719	0.0226247	0.72191	0.199839	16.9412	7.71744	0.00650759	5.56971
144	9.17855	39996	0.234018	0.00075943	11.6471	1.83511	0.903719	0.0226247	0.72191	0.199839	16.9412	7.71744	0.00650759	5.56971
145	8.98032	39651	0.246832	0.000798134	12.2941	2.59241	0.913725	0.0282852	0.687285	0.164685	18.1765	6.7104	-0.00444581	5.81779
146	8.98032	39651	0.246832	0.000798134	12.2941	2.59241	0.913725	0.0282852	0.687285	0.164685	18.1765	6.7104	-0.00444581	5.81779
147	8.64671	36935	0.240822	0.000750971	11.2353	1.98524	0.897769	0.0319689	0.730244	0.168345	15.2353	4.80273	-0.0184202	6.70945
148	8.89967	39375	0.230279	0.000761458	13.2941	2.08461	0.920487	0.023655	0.726186	0.154397	18.4706	6.38472	-0.00121729	6.06165
149	8.89967	39375	0.230279	0.000761458	13.2941	2.08461	0.920487	0.023655	0.726186	0.154397	18.4706	6.38472	-0.00121729	6.06165
150	8.89967	39375	0.230279	0.000761458	13.2941	2.08461	0.920487	0.023655	0.726186	0.154397	18.4706	6.38472	-0.00121729	6.06165
151	9.34971	36752	0.230168	0.000801442	11.9412	2.07577	0.903178	0.0328933	0.711207	0.15	16.8824	6.44091	0.0148791	5.89659
152	8.84062	36957	0.236447	0.000819613	11.0588	3.11188	0.885057	0.0456454	0.767275	0.117491	14.1176	6.09182	0.0352458	6.34169
153	9.29028	35664	0.226108	0.000863906	13.8235	2.4299	0.926707	0.0323771	0.638057	0.183859	23.5882	12.8455	-0.0117932	4.20211
154	9.29028	35664	0.226108	0.000863906	13.8235	2.4299	0.926707	0.0323771	0.638057	0.183859	23.5882	12.8455	-0.0117932	4.20211
155	9.29028	35664	0.226108	0.000863906	13.8235	2.4299	0.926707	0.0323771	0.638057	0.183859	23.5882	12.8455	-0.0117932	4.20211
156	9.30864	35443	0.233951	0.000882109	13.2353	1.56243	0.920892	0.0186416	0.682303	0.157913	19.7647	7.11099	-0.000760456	5.7346
157	9.54272	33221	0.246183	0.000915994	11.2941	2.51905	0.886951	0.0472331	0.763585	0.159994	15	6.46142	0.0693132	6.00694
158	9.57746	31695	0.240529	0.000904307	12.4118	2.39945	0.907505	0.03308	0.675793	0.126969	18.2941	6.37147	-0.0474571	5.92567
159	9.20008	31088	0.229919	0.000869295	13	2.29129	0.921839	0.0228299	0.701047	0.198319	19.6471	8.56549	0.0047091	5.24412
160	9.20008	31088	0.229919	0.000869295	13	2.29129	0.921839	0.0228299	0.701047	0.198319	19.6471	8.56549	0.0047091	5.24412
161	8.9496	29056	0.226486	0.000873037	11.2941	2.33893	0.899662	0.0296848	0.74033	0.197665	15.8824	7.88893	-0.0342893	5.5926
162	8.9496	29056	0.226486	0.000873037	11.2941	2.33893	0.899662	0.0296848	0.74033	0.197665	15.8824	7.88893	-0.0342893	5.5926
163	8.95781	27689	0.216525	0.000886658	11	2.12132	0.892901	0.0288052	0.749755	0.155407	14.4706	5.39812	0.0122295	6.49662
164	9.15782	30289	0.228464	0.000927144	12.9412	2.96797	0.911021	0.0378331	0.786299	0.151553	16.2353	5.65165	-0.00753498	6.58429
165	8.73221	31340	0.232135	0.000896266	11.1765	2.48081	0.895605	0.0393169	0.745583	0.146187	15.1765	7.36746	-0.00281514	5.65936
166	8.7169	30111	0.224128	0.000902724	11.3529	2.23442	0.898174	0.0324981	0.761453	0.177612	15.4118	7.60805	-0.0134165	5.66243
167	8.33148	29356	0.217373	0.00087484	11.4706	1.62472	0.906288	0.0232674	0.737793	0.168857	15.5294	5.16137	-0.0399257	6.67324
168	8.22818	28964	0.214749	0.000919202	13.4118	1.90587	0.918729	0.0250108	0.666142	0.111587	19.6471	4.51305	-0.00320171	6.71651
169	8.22818	28964	0.214749	0.000919202	13.4118	1.90587	0.918729	0.0250108	0.666142	0.111587	19.6471	4.51305	-0.00320171	6.71651
170	8.13241	29224	0.21708	0.00090095	11.8235	2.2977	0.903989	0.0400037	0.733982	0.188561	16.8824	7.95992	-0.0021692	5.40052
171	8.08197	29226	0.219749	0.000927907	11.4118	1.93839	0.903448	0.0320811	0.724161	0.175444	15.9412	6.49491	-0.00728795	5.97286
172	8.36145	31045	0.214404	0.000946662	13.6471	2.49853	0.927248	0.0199739	0.609812	0.210968	24.1176	9.22552	-0.0199516	4.98793
173	8.7468	32044	0.221059	0.000944596	15	1.90394	0.940636	0.0120891	0.642167	0.124723	23.4118	6.45231	0.0295999	6.03325
174	8.99291	32230	0.214015	0.000990112	10.5294	2.23935	0.871941	0.0565429	0.750078	0.201641	15.0588	9.17517	0.0248756	4.97872
175	9.11529	32817	0.225412	0.000970367	11.8235	2.03824	0.905477	0.0232866	0.705382	0.155317	16.7647	6.02629	-0.0408922	6.17604
176	9.11529	32817	0.225412	0.000970367	11.8235	2.03824	0.905477	0.0232866	0.705382	0.155317	16.7647	6.02629	-0.0408922	6.17604
177	9.3104	31122	0.221003	0.000995656	11.1765	1.77607	0.895199	0.0276945	0.730633	0.20452	15.7059	6.03909	0.0148554	6.23595
178	9.13368	29293	0.216848	0.000971699	13.8235	1.59041	0.931981	0.0161342	0.632047	0.194864	23.4118	9.48063	-0.00586202	4.95534
179	9.14248	31233	0.220024	0.00093194	10.1176	1.99632	0.892765	0.0327025	0.774577	0.166688	13.0588	5.69507	0.0120746	6.46651
180	9.14248	31233	0.220024	0.00093194	10.1176	1.99632	0.892765	0.0327025	0.774577	0.166688	13.0588	5.69507	0.0120746	6.46651
181	9.14248	31233	0.220024	0.00093194	10.1176	1.99632	0.892765	0.0327025	0.774577	0.166688	13.0588	5.69507	0.0120746	6.46651
182	9.58504	33232	0.206216	0.000957758	12.5294	2.64853	0.916295	0.0271281	0.65473	0.155967	19.2353	6.33965	-0.00596239	5.89908
183	9.78435	34398	0.206938	0.000980432	11.0588	2.60937	0.896146	0.0361862	0.803376	0.140124	13.4706	5.3282	0.006875	6.68954
184	9.78435	34398	0.206938	0.000980432	11.0588	2.60937	0.896146	0.0361862	0.803376	0.140124	13.4706	5.3282	0.006875	6.68954
185	9.6543	33326	0.201021	0.000985951	12.8235	2.81148	0.916565	0.0252712	0.72359	0.134278	17.7647	6.92396	0.0386083	5.88686
186	9.24023	31592	0.201268	0.000972092	14.2941	2.71027	0.929682	0.0304224	0.630853	0.160847	23.8235	9.79946	0.0134016	4.77226
187	8.78111	28957	0.193617	0.00095534	11	2.47487	0.891143	0.0450623	0.722206	0.177634	15.5294	6.7093	0.0147659	5.81708
188	9.04203	26285	0.188259	0.000936728	11.2941	2.41777	0.897228	0.03263	0.772108	0.178599	14.8235	5.97113	-0.00999375	6.3398
189	8.70012	25907	0.174005	0.000901584	10.4706	2.18282	0.891413	0.0346216	0.710401	0.214989	15.1765	6.13632	-0.0213836	6.1713
190	8.25906	26865	0.169145	0.000875189	10.1176	2.14716	0.872481	0.0369975	0.82063	0.178449	12.2941	5.50868	0.0440776	6.65794
