8235	65941	25725	19121	40451	7678	5234	15772	9126	15825	9601	21249	16564	13171	6406	23222	14915		18719.765	14969.787
12782	11953	5872	11359	56981	26056	21133	10026	12559	7890	18040	23178	10030	13974	11799	29374	5873		16992.882	12371.348
36183	32835	58849	38753	23551	55258	89839	45448	17453	120836	44110	32447	33887	90235	42703	50749	56861		51176.294	26693.980
28359	90437	69963	119314	29030	72956	25816	50185	19765	60874	49930	28472	72159	52171	44832	23145	43258		51803.882	26911.526
41681	91474	35534	73245	108474	19722	59069	47887	64308	54712	33605	126791	105579	51737	72682	50618	69478		65093.882	29012.289
74627	138183	26913	34708	25653	34336	42138	26804	151400	21173	80144	49921	60990	32985	39099	35210	26613		52993.941	38528.923
79467	27002	69764	36812	11521	106076	36411	70070	48539	33633	33399	39157	73559	66740	64544	25143	43411		50896.941	24407.909
83461	27201	35157	108032	90193	95928	36678	22596	26285	71910	22140	102733	19012	49085	43089	73667	23683		54755.882	31973.843
42666	24761	29290	16133	44592	19858	48262	30852	22613	72443	26711	30605	127259	41051	18832	57080	62978		42116.824	27304.974
45624	53866	36089	87373	47181	68964	43506	37091	23214	40876	68851	41851	55951	95909	31758	22628	26347		48651.706	21179.085
24680	48403	45569	60067	26302	17658	93471	50345	38540	32327	54881	44575	25427	45159	21438	146748	25420		47118.235	31647.698
57386	20634	17773	36922	30055	60393	44275	38538	21837	37756	39163	44488	113387	42659	38845	27967	84133		44483.000	24000.923
21806	114739	78189	23488	56108	43501	64906	77318	87097	31468	56309	69838	47011	28046	26526	14906	85392		54508.706	28356.067
46978	27522	175694	105346	53741	130497	87516	55259	109732	47564	39415	43877	82424	23035	146907	120121	40135		78574.294	45642.726
72459	96064	47689	25011	40856	23961	136182	72350	55265	36541	38789	97937	63565	55683	56937	161008	78368		68156.765	37387.070
96368	57371	114229	51893	170357	75740	32116	35634	64080	36285	42544	48630	105971	27773	52201	48433	15584		63247.588	38960.508
26084	51033	67998	112032	65291	43302	40634	108163	73389	60679	76139	57905	30044	54388	39349	70447	41347		59895.529	24057.646
40166	42225	39127	33925	45158	56542	55186	35827	47680	141149	80340	75438	25045	82404	42923	54807	129402		60432.000	32509.147
22879	91103	74460	94441	25119	44935	51582	46913	24046	98602	33243	47371	41055	81999	42159	16989	25400		50723.294	27191.389
35073	42759	45903	13574	32061	50124	88033	35955	57386	36190	71328	46662	26576	49299	41665	21597	47897		43651.882	17749.119
14918	84379	20175	44872	65227	70635	59572	26691	93601	78211	32842	58974	43940	40864	31448	25493	53476		49724.588	23410.304
36991	58998	40685	35278	35553	25902	39326	26268	82669	49695	13944	26352	38314	22505	44144	29907	18959		36793.529	16347.809
38446	35561	19380	55449	43971	45052	13330	27367	96429	48110	39830	54339	27696	35345	42113	45761	46741		42054.118	18093.872
