Sim	GAMMA	NCURR	STEPS	STR_MUTATION	K_1	Ksd_1	H_1	Hsd_1	GW_1	GWsd_1	R_1	Rsd_1	FIS
0	10.1329	32142	0.240469	0.00068263	11.0588	1.71284	0.889823	0.0481029	0.691423	0.185853	16.5294	6.73719	-0.0158096
1	14.8143	14644	0.243333	0.000655024	10.4118	2.06334	0.88671	0.0419881	0.803089	0.153374	12.5882	4.21395	0.0198507
2	8.06189	5073	0.203223	0.000990433	7.11765	1.90008	0.78727	0.059436	0.744778	0.193354	9.17647	3.94074	0.0186667
3	9.2859	161	0.122454	0.000557987	1.52941	0.624264	0.118581	0.195591	1	0	1.125	0.353553	0.0815217
4	11.2798	10	0.112289	0.000743629	1	0	0	0	0	0	0	0	0
5	11.4992	46976	0.112416	0.000159721	6.52941	1.00733	0.779956	0.0511379	0.830794	0.143316	7.23529	2.61078	0.0091135
6	13.2075	7328	0.1341	0.000347571	5.17647	1.38	0.717398	0.104891	0.903922	0.144281	4.94118	2.22122	0.0105832
7	10.0084	1034	0.133983	0.000573101	3.11765	0.781213	0.461562	0.193425	0.960784	0.0889642	2.29412	0.985184	-0.0392707
8	10.162	34	0.227932	0.000599786	1.17647	0.392953	0.0389045	0.125831	1	0	1	0	0.140496
9	11.9472	29	0.289476	0.000864378	1.23529	0.562296	0.0505758	0.121585	1	0	1.33333	0.57735	0.00319489
10	14.8827	140	0.130558	0.000100167	1	0	0.0714286	0	1	0	1	0	1.70762e-17
11	9.86025	497	0.27013	0.000183819	1.70588	0.771744	0.198101	0.217255	1	0	1.33333	0.5	0.2
12	12.8499	45457	0.28735	0.000999494	16.2353	2.33263	0.950669	0.023698	0.563204	0.133251	30	10.8513	0.0149507
13	9.7102	2848	0.190997	0.00054095	4	1.27475	0.593993	0.178968	0.938375	0.119955	3.35294	1.61791	0.0100626
14	14.1975	1852	0.242477	0.000465898	2.76471	0.903425	0.46234	0.17819	0.965686	0.0979779	1.94118	1.19742	-0.0279916
15	13.9788	138	0.113653	0.000126926	1	0	0.515873	0	1	0	1	0	0.0319149
16	13.897	22272	0.224951	0.000425195	7.76471	2.04724	0.825397	0.0520095	0.826819	0.145609	8.82353	3.74559	-0.0294002
17	10.2837	1210	0.212816	0.000963804	3.47059	0.874475	0.51883	0.159574	0.935294	0.125952	2.76471	0.970143	-0.0549313
18	13.7708	747	0.226639	0.000525427	1.88235	0.600245	0.24821	0.205794	1	0	1.15385	0.375534	0.0188679
19	9.73136	13590	0.181226	0.000407987	7.58824	1.22774	0.827731	0.0431456	0.853885	0.114662	8.05882	1.95162	-0.042237
20	8.64484	40711	0.133629	0.000774572	12.5294	1.46277	0.921569	0.0161987	0.724017	0.0983507	16.6471	3.33431	0.0205011
21	12.5529	9171	0.203019	0.000495382	6.88235	1.90008	0.792095	0.0762165	0.886759	0.156568	7.29412	3.70413	-0.0136763
22	12.8003	14095	0.160703	0.000839218	9.47059	2.12478	0.858232	0.0539502	0.750407	0.176133	12.5294	4.90048	0.0064006
23	8.66378	1065	0.196853	0.000229404	1.88235	0.696631	0.231248	0.21236	1	0	1.25	0.452267	0.113431
24	14.4424	56	0.256786	0.0003162	1.11765	0.332106	0.050887	0.146639	1	0	1	0	-0.0764331
25	8.46955	54	0.227189	0.000151774	1	0	0.137566	0	1	0	1	0	-0.04
26	12.1962	959	0.24128	0.000406911	2.52941	0.943242	0.372082	0.253434	0.983333	0.0645497	1.8	0.861892	0.00651324
27	10.7736	82	0.12993	0.000835892	1.35294	0.492592	0.0919701	0.1545	1	0	1	0	0.0421053
28	11.7454	239	0.138397	0.000566312	1.76471	0.903425	0.173981	0.20606	0.935185	0.130289	1.66667	0.866025	-0.0148699
29	13.822	6178	0.273684	0.000888635	6.64706	1.45521	0.8061	0.0591535	0.903385	0.10786	6.47059	1.87475	-0.03332
30	9.20779	7779	0.299556	0.000723066	6.47059	1.62472	0.768752	0.0789233	0.8993	0.128423	6.41176	2.34678	0.0507763
31	9.09255	75	0.206831	0.000768836	1.58824	0.795206	0.166978	0.199064	1	0	1.25	0.707107	-0.0329457
32	9.60542	135	0.196884	0.000888816	1.52941	0.624264	0.100996	0.148116	1	0	1.125	0.353553	0.0877193
33	9.39432	69	0.191734	0.000449181	1.35294	0.701888	0.0967943	0.20308	1	0	1.5	0.57735	-0.0434783
34	10.022	2239	0.124544	0.000884662	3.52941	1.23073	0.523031	0.218262	0.955357	0.124745	3	1.54919	0.0705701
35	13.2108	70	0.267003	0.00040905	1.35294	0.492592	0.0995954	0.163366	1	0	1	0	0.333333
36	12.8251	17	0.260059	0.0008014	1.11765	0.332106	0.0429505	0.12745	1	0	1	0	-0.181818
37	10.2219	12	0.282841	0.000925498	1.17647	0.392953	0.0272331	0.0688832	1	0	1	0	-0.0833333
38	13.3784	1984	0.269215	0.000518462	3.23529	0.83137	0.46981	0.178169	0.985294	0.0606339	2.29412	0.848875	-0.0203098
39	11.4793	21418	0.1199	0.000569507	8.82353	1.94407	0.850763	0.0497226	0.817122	0.160892	10.2353	3.26974	-0.0180574
40	12.8094	34825	0.111499	0.000786861	11.5882	1.62245	0.905851	0.0257352	0.688683	0.180112	17.0588	5.71698	-0.00196253
41	10.0264	18251	0.111026	0.000460714	8.88235	2.23278	0.844538	0.0774489	0.789916	0.149621	10.7059	4.1648	-0.0258571
42	11.5859	25145	0.188088	0.000195789	6.58824	1.37199	0.800654	0.0607742	0.875914	0.142313	6.76471	2.27842	-0.0242424
43	12.9836	28998	0.294996	0.000984651	11.8824	1.99632	0.915033	0.0253555	0.750961	0.167048	15.5882	4.77047	-0.0010597
44	13.1304	167	0.103794	0.00017007	1.29412	0.587868	0.100996	0.189454	1	0	1.25	0.5	-0.260097
45	12.5566	7884	0.121591	0.000972135	6.70588	1.57181	0.771086	0.0666325	0.875112	0.144916	6.88235	2.34207	-0.0367261
46	9.74084	335	0.268508	0.00058241	1.64706	0.785905	0.158419	0.214145	1	0	1.375	0.517549	-0.0910952
47	10.4926	29828	0.185942	0.000209463	6.41176	1.50245	0.802365	0.0652303	0.837163	0.146206	7.05882	3.03048	0.0052356
48	13.7846	146	0.259206	0.000468918	1.64706	0.701888	0.14239	0.176822	1	0	1.22222	0.440959	-0.126568
49	13.3347	220	0.20047	0.000200745	1.17647	0.392953	0.0591348	0.147962	1	0	1	0	-0.142857
50	11.0812	43	0.117466	0.000485867	1.11765	0.332106	0.015873	0.0501164	1	0	1	0	-0.0612245
51	10.6571	10	0.259379	0.000481282	1	0	0.0714286	0	1	0	1	0	1.70762e-17
52	14.5847	44	0.176606	0.000731109	1.35294	0.492592	0.0899471	0.163848	1	0	1	0	-0.126354
53	12.9733	15830	0.157787	0.00079888	8	1.65831	0.8324	0.0584182	0.843259	0.155948	8.94118	3.17156	0.0476744
54	12.3186	355	0.293915	0.000917055	2.29412	0.685994	0.34127	0.219242	0.95	0.10351	1.66667	0.816497	-0.0483871
55	12.4824	921	0.11623	0.00067493	2.52941	0.71743	0.387955	0.192129	0.980392	0.0808452	1.58824	0.712287	-0.030025
56	12.1532	5957	0.263094	0.000957374	7.17647	1.42457	0.804077	0.0646355	0.919739	0.111343	7	2.26385	0.00200965
57	12.7641	21	0.214366	0.000253422	1	0	0.198413	0	1	0	1	0	-0.0833333
58	14.1378	31	0.194579	0.000893003	1	0	0.198413	0	1	0	1	0	-0.0833333
59	13.4327	5350	0.155767	0.000655235	6.35294	1.53872	0.785714	0.0596119	0.89923	0.121378	6.17647	1.8451	0.0277378
60	10.3899	34319	0.157592	0.00010081	4.64706	1.05719	0.687364	0.120922	0.885014	0.136141	4.35294	1.36662	0.041784
61	13.0996	27	0.25109	0.000971531	1	0	0	0	0	0	0	0	0
62	12.7703	34	0.256973	0.000537704	1.11765	0.332106	0.0197635	0.0568177	1	0	1	0	-0.0655738
63	12.7768	117	0.266522	0.000591742	1.47059	0.799816	0.091192	0.139455	1	0	1.33333	0.816497	-0.062167
64	10.3323	23	0.132559	0.00082436	1.17647	0.392953	0.0611578	0.143976	1	0	1	0	0.110526
65	14.3659	4780	0.258415	0.0005886	5.58824	1.69775	0.718487	0.121153	0.889396	0.131808	5.52941	2.47784	0.0726783
66	9.11741	475	0.234379	0.000153126	1.29412	0.587868	0.103175	0.19408	0.916667	0.166667	1.5	0.57735	0.149533
67	13.8163	2984	0.267103	0.000144481	2.17647	0.882843	0.248055	0.211445	0.955128	0.110844	1.69231	0.751068	-0.0169492
68	12.4401	2687	0.17462	0.000855403	6.35294	1.80074	0.769374	0.0865227	0.875286	0.163335	6.47059	2.34834	-0.00504202
69	14.8728	120	0.130439	0.000425582	1.35294	0.606339	0.0588235	0.119603	1	0	1.2	0.447214	-0.0743802
70	8.86483	49525	0.108875	0.000953078	13.5882	2.00184	0.929038	0.0194906	0.554805	0.14315	25.1765	7.96269	-0.0276859
71	9.45938	5964	0.247081	0.000356674	5.41176	1.54349	0.726735	0.0903922	0.902241	0.133876	5.29412	2.75601	0.00578035
72	11.9974	2045	0.237783	0.000939764	3.76471	0.752447	0.542951	0.130073	0.954902	0.084114	3	1	0.0258698
73	9.89851	15893	0.284986	0.000649692	8.41176	1.73417	0.847495	0.0499498	0.831748	0.137129	9.58824	3.5892	0.0241951
74	13.0053	1433	0.110939	0.000856288	4	1.11803	0.554777	0.132036	0.895874	0.189089	3.94118	2.68027	0.0160116
75	12.9639	208	0.249093	0.000357029	1.17647	0.392953	0.0164955	0.0391334	1	0	1	0	-0.0196078
76	10.8377	2982	0.290614	0.000831702	4.23529	1.30045	0.597106	0.182465	0.951821	0.10991	3.58824	1.80481	0.0445825
77	14.5304	19335	0.144487	0.000771579	10.7647	2.43745	0.890289	0.0465048	0.777037	0.156684	13.5882	4.6376	-0.0398109
78	13.7805	21	0.165513	0.000226023	1	0	0	0	0	0	0	0	0
79	8.4032	2592	0.211723	0.00071303	5	1.1726	0.681917	0.116246	0.938982	0.0892733	4.41176	1.54349	0.072087
80	13.8569	5839	0.156478	0.00066639	6.58824	1.62245	0.779023	0.0742399	0.880213	0.0871999	6.52941	2.00367	-0.0257475
81	12.4871	22035	0.243468	0.00064502	9.47059	2.23935	0.868347	0.0540594	0.765418	0.151796	12.0588	4.82792	0.00837209
82	13.122	40	0.123245	0.000806246	1.29412	0.469668	0.0812325	0.167198	1	0	1	0	0.177866
83	8.73203	84	0.121419	0.000408862	1.17647	0.392953	0.0421724	0.125447	1	0	1	0	0.10687
84	12.706	64	0.137475	0.000278248	1	0	0	0	0	0	0	0	0
85	8.13273	1417	0.144813	0.000344154	2.17647	0.808957	0.302365	0.232332	0.924359	0.146978	1.84615	0.898717	-0.000534474
86	8.14667	8898	0.128591	0.000632328	6.23529	1.64048	0.78338	0.0799575	0.880172	0.158098	6.52941	3.08459	0.0191713
87	11.359	175	0.227447	0.000376875	1.58824	0.5073	0.137877	0.156496	1	0	1	0	0.0257611
88	10.3473	562	0.275262	0.000501025	2.41176	0.87026	0.350451	0.228312	0.953571	0.12163	1.92857	0.916875	-0.00738007
89	8.01136	4381	0.190119	0.000118903	3.05882	0.826936	0.514784	0.181195	0.905506	0.175958	2.6875	1.25	0.0297899
90	11.7175	37	0.167023	0.00036483	1.17647	0.392953	0.0571117	0.149075	1	0	1	0	-0.107955
91	11.6154	48	0.189172	0.000448805	1.11765	0.332106	0.019141	0.0629352	1	0	1	0	-0.101695
92	10.0555	351	0.298225	0.000746309	1.76471	0.664211	0.225179	0.226399	0.969697	0.100504	1.27273	0.467099	-0.046729
93	9.75143	315	0.144649	0.000115134	1	0	0.137566	0	1	0	1	0	-0.04
94	12.8747	17	0.245027	0.000787861	1	0	0	0	0	0	0	0	0
95	10.0418	5743	0.137533	0.000423551	5.05882	1.02899	0.714597	0.0946709	0.907353	0.137749	4.76471	1.78639	0.037037
96	11.1708	430	0.275134	0.00088794	2.88235	0.857493	0.436197	0.208592	0.979167	0.0833333	2.0625	0.680074	0.0480769
97	14.8363	43	0.181659	0.000745864	1.17647	0.392953	0.0375039	0.120164	1	0	1	0	-0.243478
98	10.591	3510	0.257234	0.000881784	5.64706	1.61791	0.764395	0.0791745	0.951261	0.0793884	5	1.87083	0.0052843
99	12.127	1361	0.203422	0.000630368	2.82353	0.727607	0.388733	0.176847	0.970588	0.121268	1.94118	0.747545	0.0282392
100	8.96018	27182	0.116991	0.000546081	8.23529	1.64048	0.837535	0.0540475	0.770034	0.233798	11.2353	6.35934	-0.00347356
101	8.31487	122	0.292789	0.000997126	1.47059	0.514496	0.0971055	0.122573	1	0	1	0	0.0498339
102	11.0585	20149	0.216531	0.000666205	8.47059	2.42687	0.854497	0.051153	0.79369	0.101344	9.94118	3.79919	0.0375826
103	13.3341	2467	0.272094	0.000948468	4.11765	0.857493	0.637877	0.136765	1	0	3.11765	0.857493	0.0328947
104	9.64729	16	0.27591	0.000354674	1.11765	0.332106	0.0291005	0.103039	1	0	1	0	-0.0111111
105	10.5488	10618	0.223529	0.000426278	4.94118	0.966345	0.704015	0.0893072	0.960784	0.093716	4.17647	1.0146	-0.04
106	13.2481	254	0.228422	0.000703257	1.82353	0.727607	0.221444	0.220322	0.969697	0.100504	1.36364	0.504525	0.0335277
107	11.3053	700	0.100265	0.0003306	1.94118	0.658653	0.235138	0.210556	0.974359	0.09245	1.30769	0.480384	-0.000687285
108	9.20282	190	0.123777	0.000425085	1.41176	0.618347	0.143946	0.222214	0.958333	0.102062	1.33333	0.816497	0.0683091
109	14.5424	18925	0.185641	0.000518368	7.70588	1.82909	0.824619	0.0661757	0.862355	0.146303	8.17647	2.60373	0.00137174
110	14.689	1070	0.120231	0.000316264	2.82353	0.882843	0.403361	0.2069	0.9625	0.108781	2.125	1.0247	-0.032491
111	12.7964	33	0.14921	0.000187858	1	0	0	0	0	0	0	0	0
112	13.6686	200	0.232074	0.000388877	1.47059	0.71743	0.11329	0.18683	1	0	1.33333	0.516398	-0.04
113	11.9537	684	0.265303	0.000337223	2.70588	0.685994	0.429661	0.183527	0.985294	0.0606339	1.76471	0.752447	0.0735184
114	12.0175	5943	0.154221	0.000712956	6.17647	1.62924	0.785092	0.0926234	0.873706	0.141801	6.29412	2.59241	0.0712379
115	11.2981	1311	0.224002	0.000621498	3.23529	0.752447	0.480081	0.212198	0.976471	0.0970143	2.35294	0.86177	0.065816
116	9.78955	12074	0.181523	0.000511667	6.70588	1.8962	0.795674	0.0640991	0.944137	0.0841358	6.23529	2.46296	0.0184697
117	8.42708	25509	0.150495	0.000476999	7.94118	1.78433	0.830843	0.0506587	0.900876	0.119802	8.11765	3.25734	-0.0171273
118	8.91888	1808	0.16932	0.000582783	3.29412	1.0467	0.500934	0.171331	0.982143	0.0714286	2.5625	1.20934	0.0367268
119	10.4824	25	0.181177	0.000385273	1.11765	0.332106	0.0427949	0.122625	1	0	1	0	0.320896
120	11.7165	17768	0.182639	0.000685938	9.70588	2.82322	0.857143	0.0520936	0.718493	0.229956	14.5294	7.82718	-0.0254765
121	12.2313	160	0.106987	0.000104941	1.11765	0.332106	0.00840336	0.0237218	1	0	1	0	1.70762e-17
122	13.9642	12	0.162902	0.000715643	1	0	0.198413	0	1	0	1	0	-0.0833333
123	10.734	2921	0.253332	0.000692701	4.41176	1.22774	0.659508	0.116337	0.912745	0.134051	3.94118	1.51948	0.0261934
124	9.18504	118	0.156557	0.000630364	1.29412	0.469668	0.0905696	0.163953	1	0	1	0	0.0747331
125	9.52379	6839	0.232725	0.000283342	4.35294	1.22174	0.631964	0.120414	0.951261	0.0940933	3.64706	1.45521	-0.0455943
126	12.1133	733	0.254324	0.000399096	2.05882	0.966345	0.260037	0.239721	1	0	1.63636	0.6742	-0.0523039
127	12.6713	302	0.171675	0.000710897	2.58824	0.939336	0.311236	0.258352	0.947778	0.111067	2.06667	1.2228	-0.012987
128	14.7778	1056	0.282605	0.000985424	3.17647	1.18508	0.469032	0.227544	0.958333	0.113855	2.4375	0.963933	0.00585601
129	10.9193	9986	0.294085	0.000915554	5.94118	1.02899	0.746965	0.0708441	0.862512	0.124899	6	1.36931	-0.0188352
130	10.3383	24	0.298878	0.000879687	1	0	0.304233	0	1	0	1	0	-0.181818
131	12.8791	3682	0.184532	0.000950094	5.17647	0.951006	0.707439	0.0922616	0.889636	0.156793	5.05882	1.95162	-0.0409517
132	13.5211	12	0.172998	0.000353665	1	0	0	0	0	0	0	0	0
133	14.7355	99	0.147061	0.000846874	1.52941	0.71743	0.124961	0.199767	1	0	1.28571	0.48795	-0.114286
134	13.292	3548	0.272543	0.000208961	3.29412	1.1048	0.545752	0.180435	0.968487	0.0891806	2.47059	1.37467	0.0549645
135	8.00194	25222	0.273362	0.000151648	6.17647	1.66716	0.749144	0.114562	0.892444	0.120722	6.17647	2.57961	0.00172563
136	14.905	154	0.26299	0.000438494	1.41176	0.5073	0.137255	0.205727	1	0	1	0	-0.170616
137	14.7125	613	0.293142	0.000172455	1.82353	0.808957	0.198724	0.203248	0.966667	0.105409	1.5	0.527046	-0.0594947
138	12.9404	692	0.27019	0.000860379	3	0.866025	0.450514	0.21915	0.976471	0.0970143	2.11765	0.99262	-0.0560748
139	10.8679	5090	0.202707	0.000663859	5.41176	1.27764	0.743853	0.0947834	0.921359	0.154345	5.23529	2.70484	0.0236596
140	14.117	136	0.289134	0.000739167	1.52941	0.624264	0.167134	0.212877	1	0	1.125	0.353553	0.072324
141	10.3687	12435	0.230651	0.000531501	7.41176	1.83912	0.83131	0.0491427	0.880418	0.122135	7.64706	2.73727	0.0881612
142	12.2082	12	0.14453	0.000369837	1	0	0.507937	0	1	0	1	0	-0.130435
143	12.9543	21534	0.284274	0.000572987	10.2353	1.88843	0.890912	0.0310428	0.781147	0.174742	12.9412	4.57535	-0.00961713
144	12.305	2378	0.149244	0.000856391	4.82353	1.38	0.645191	0.100781	0.925187	0.121842	4.41176	2.03282	-0.0300903
145	8.638	1521	0.192858	0.000465028	2.41176	0.712287	0.331622	0.210851	0.95	0.10351	1.8	0.774597	-0.0405076
146	9.84412	44441	0.206275	0.00096435	13.1765	3.0049	0.919701	0.0371543	0.707315	0.185105	19.5294	8.63219	0.037375
147	13.9412	46	0.175567	0.000743474	1.17647	0.392953	0.0463741	0.118949	1	0	1	0	0.0972222
148	10.9935	1370	0.298618	0.000636238	4.41176	1.12132	0.644258	0.139762	0.899673	0.126709	4.05882	1.74895	-0.0248556
149	11.494	43	0.145365	0.00048017	1	0	0.60582	0	1	0	2	0	0.300448
150	13.2834	3160	0.296201	0.000404764	3.41176	0.87026	0.489418	0.157788	0.970588	0.0830264	2.52941	0.874475	-0.112069
151	14.9324	8075	0.278216	0.000717899	6.82353	1.50977	0.782291	0.0943418	0.842278	0.163385	7.41176	2.37326	-0.00454545
152	11.6547	4652	0.104744	0.000116483	3.05882	0.899346	0.521164	0.161517	0.980392	0.0808452	2.17647	1.13111	0.0504488
153	11.9121	40052	0.298757	0.0009284	11.4706	1.66274	0.899627	0.0331675	0.683681	0.19421	17.6471	7.53277	-0.0334532
154	13.535	1727	0.113447	0.0005597	3.05882	1.14404	0.489262	0.163873	0.964583	0.105738	2.375	1.25831	0.0306829
155	12.0209	16918	0.23653	0.000148029	4.35294	1.11474	0.606287	0.13351	0.930392	0.121369	3.70588	1.1048	-0.0194719
156	9.2704	57	0.237209	0.000694848	1.41176	0.618347	0.108154	0.181489	1	0	1.16667	0.408248	0.110119
157	9.71619	9013	0.195244	0.000658182	7.70588	1.57181	0.822284	0.0514279	0.891597	0.100501	7.76471	2.07754	-0.0440945
158	13.2734	19137	0.236693	0.000445124	6.76471	1.64048	0.817616	0.0574482	0.930649	0.0985853	6.35294	1.90201	0.0351362
159	10.6954	38	0.152349	0.00023962	1	0	0	0	0	0	0	0	0
160	9.39442	612	0.109119	0.000935589	2.82353	0.528594	0.404451	0.188184	1	0	1.82353	0.528594	0.0135783
161	11.2544	14	0.200414	0.000417166	1	0	0	0	0	0	0	0	0
162	12.0131	25704	0.137114	0.000202002	6.11765	1.53632	0.769686	0.0978991	0.928629	0.11032	5.70588	2.05441	0.0576158
163	14.2178	116	0.14281	0.000744052	1.76471	0.664211	0.191099	0.219303	0.969697	0.100504	1.27273	0.467099	-0.0118443
164	10.3322	10	0.280673	0.000460018	1	0	0.452381	0	1	0	1	0	-0.444444
165	11.5853	44982	0.159626	0.000776469	12.5882	1.73417	0.928571	0.0153974	0.690522	0.152547	18.3529	5.75479	-0.0188088
166	8.21559	14	0.275628	0.000462415	1	0	0	0	0	0	0	0	0
167	9.34398	1785	0.178054	0.000446341	3.23529	0.903425	0.485372	0.171145	0.942577	0.111933	2.52941	1.28051	0.0136439
168	12.9893	962	0.175955	0.000241513	1.76471	0.664211	0.236072	0.206541	1	0	1.18182	0.40452	0.0587432
169	14.2976	170	0.246152	0.000275502	1.41176	0.618347	0.109711	0.185751	1	0	1.16667	0.408248	-0.0753323
170	11.5628	38	0.185921	0.000919928	1.41176	0.618347	0.0580454	0.0990628	1	0	1.16667	0.408248	-0.0893855
171	13.3462	47	0.283297	0.000785393	1.23529	0.437237	0.0314348	0.0692955	1	0	1	0	-0.0721649
172	12.6219	2336	0.147553	0.000311408	3.41176	1.00367	0.555711	0.191471	0.95	0.0894427	2.8125	1.04682	0.0255665
173	9.73611	11137	0.209839	0.000302411	4.88235	1.26897	0.680828	0.10105	0.895858	0.179208	4.82353	2.40404	0.0514096
174	13.9665	556	0.267895	0.000247802	2.17647	0.727607	0.281824	0.211923	0.983333	0.0645497	1.4	0.736788	0.00114679
175	14.2587	191	0.269953	0.000370946	1.23529	0.437237	0.0558668	0.108231	1	0	1	0	-0.133721
176	11.698	111	0.107277	0.000976374	1.52941	0.624264	0.160286	0.211963	0.958333	0.117851	1.25	0.46291	-0.160243
177	8.0146	17713	0.293543	0.000347906	7.70588	2.08461	0.823218	0.0706666	0.908757	0.131634	7.82353	3.2832	0.0102041
178	10.0437	397	0.202771	0.000569459	2.11765	0.781213	0.287737	0.201003	0.980769	0.0693375	1.53846	0.660225	0.143017
179	12.5395	16	0.227073	0.000230916	1	0	0.253968	0	1	0	1	0	-0.130435
180	14.1697	8688	0.173017	0.000767263	6.29412	1.57181	0.777778	0.075507	0.870024	0.170912	6.58824	2.82973	-0.0274542
181	12.0931	11193	0.145432	0.000116117	4.11765	0.99262	0.623405	0.124511	0.946346	0.140615	3.58824	1.97037	-0.0675676
182	9.06065	32	0.253695	0.000409264	1.11765	0.332106	0.0266106	0.0757584	1	0	1	0	-0.109756
183	8.41926	27	0.216912	0.000781626	1	0	0	0	0	0	0	0	0
184	10.263	20969	0.282706	0.000349599	8.17647	1.18508	0.847806	0.0414732	0.833269	0.189643	9.58824	4.37405	-0.0372208
185	11.6579	13	0.271126	0.000918985	1	0	0	0	0	0	0	0	0
186	12.8679	1185	0.250415	0.000362775	3	0.866025	0.524899	0.146261	0.939076	0.143839	2.41176	1.69775	0.00769468
187	8.31509	3194	0.181373	0.000342349	4	1.32288	0.553688	0.165916	0.933007	0.147986	3.52941	2.03463	-0.0570342
188	8.50602	13888	0.124483	0.000594208	7.47059	1.58578	0.829132	0.0655467	0.859197	0.152951	8.05882	2.94683	0.0122735
189	12.1985	11819	0.112495	0.000616131	5.82353	1.28624	0.742764	0.0831522	0.914724	0.13062	5.64706	2.52342	0.0338983
190	9.47609	24	0.262634	0.000120427	1	0	0.253968	0	1	0	1	0	-0.130435
191	14.7239	241	0.198865	0.00092309	1.70588	0.587868	0.103019	0.141288	1	0	1.09091	0.301511	0.0641628
192	13.4412	3402	0.150337	0.000496618	3.64706	0.785905	0.581855	0.126188	0.933053	0.149607	3.05882	1.24853	-0.00388889
193	14.8894	781	0.272582	0.000485432	3.23529	0.970143	0.492686	0.198749	0.985294	0.0606339	2.29412	0.985184	-0.0954575
194	14.7671	22	0.207606	0.000332479	1	0	0	0	0	0	0	0	0
195	13.8906	47669	0.15886	0.000254312	7.94118	1.47778	0.835045	0.0466721	0.842073	0.168918	8.94118	3.19121	-0.0170411
196	9.59638	144	0.272909	0.000246282	1	0	0.0714286	0	1	0	1	0	1.70762e-17
197	8.00162	14	0.133541	0.000640011	1	0	0	0	0	0	0	0	0
198	8.13924	6459	0.196948	0.000219705	3.70588	1.0467	0.530034	0.189243	0.90098	0.128894	3.23529	1.39326	0.0423135
199	14.1952	16	0.272636	0.000561943	1	0	0.253968	0	1	0	1	0	-0.130435
200	10.328	2184	0.156705	0.000403447	3.29412	1.0467	0.478525	0.140622	0.965686	0.078278	2.47059	1.28051	-0.0101351
201	14.6029	10337	0.2691	0.000932917	6.94118	1.43486	0.79723	0.0694283	0.877451	0.13878	7.29412	2.95306	-0.0452792
202	14.8711	32600	0.118362	0.000239893	6.94118	1.88648	0.814348	0.0582329	0.844414	0.186236	7.88235	3.7895	-0.0493042
203	13.5972	3888	0.118323	0.000314499	3.76471	1.03256	0.555244	0.181246	0.961765	0.0857493	3	1.41421	-0.030303
204	8.07114	785	0.125987	0.000497485	3.17647	1.18508	0.481793	0.229826	0.965686	0.078278	2.35294	1.41161	-0.066577
205	13.2614	46	0.298933	0.000973654	1.23529	0.437237	0.0695612	0.144561	1	0	1	0	0.0972222
206	9.34367	1192	0.124434	0.000785794	3.17647	0.635934	0.500934	0.166811	0.988235	0.0485071	2.23529	0.752447	0.0106417
207	9.2594	14376	0.108244	0.000195383	5.64706	1.57881	0.748833	0.0931506	0.865383	0.136519	5.82353	2.60373	-0.0220302
208	12.9542	19290	0.214343	0.000392284	5.76471	1.20049	0.743075	0.0796725	0.886086	0.184182	6.05882	3.11188	-0.0538244
209	12.5149	294	0.101651	0.000676478	2.23529	0.83137	0.250545	0.232465	1	0	1.61538	0.50637	0.0630631
210	12.0596	2789	0.203132	0.000152245	2.94118	0.966345	0.464364	0.151774	0.926471	0.137823	2.17647	0.882843	0.00487126
211	11.333	35	0.120224	0.000200157	1.11765	0.332106	0.0197635	0.0568177	1	0	1	0	0.370968
212	11.9354	5586	0.187961	0.000262405	4.64706	0.86177	0.67258	0.107426	0.961625	0.0881671	3.88235	1.0537	-0.045006
213	11.7227	3132	0.115675	0.00020529	3.41176	1.22774	0.480859	0.217118	0.934821	0.102449	2.875	1.31022	-0.00504202
214	10.2322	1276	0.187311	0.000305727	2.05882	0.747545	0.174448	0.15926	0.974359	0.09245	1.46154	0.518875	0.112546
215	8.00885	10072	0.173916	0.00092141	8.35294	1.65609	0.830221	0.0602486	0.841688	0.145864	9.35294	3.10123	-0.0389864
216	13.5162	5328	0.185364	0.000417	4.76471	1.25147	0.656085	0.0950496	0.940523	0.123787	4.23529	1.88843	-0.025641
217	10.1999	172	0.138158	0.000736414	1.47059	0.71743	0.1122	0.199119	1	0	1.33333	0.516398	-0.0115274
218	13.0244	1642	0.299913	0.000163528	2.76471	1.03256	0.464519	0.120527	0.985294	0.0606339	1.82353	1.07444	0.136033
219	10.9908	110	0.217335	0.00018958	1.11765	0.332106	0.0365702	0.110623	1	0	1	0	0.201754
220	11.3901	70	0.102468	0.000229926	1	0	0	0	0	0	0	0	0
221	11.7165	2230	0.220886	0.000950828	4.70588	1.35852	0.671646	0.134758	0.919888	0.137851	4.23529	1.71499	-0.0530376
222	10.8375	593	0.293015	0.000164853	1.64706	0.701888	0.151105	0.19068	0.962963	0.111111	1.33333	0.5	-0.0589496
223	8.27319	11408	0.276119	0.000716628	6.82353	1.23669	0.802677	0.0508362	0.892536	0.123245	6.88235	2.2606	0.0110686
224	11.5489	5816	0.230668	0.000692666	6.76471	1.60193	0.795051	0.0685098	0.873805	0.18068	7.41176	3.92203	0.0450487
225	12.1097	10079	0.161977	0.000269537	4.76471	1.09141	0.6939	0.11068	0.887605	0.177725	4.82353	2.6513	-0.00535756
226	11.0042	95	0.147883	0.00016177	1	0	0	0	0	0	0	0	0
