Sim	GAMMA	NCURR	STEPS	STR_MUTATION	K_1	Ksd_1	H_1	Hsd_1	GW_1	GWsd_1	R_1	Rsd_1	FIS
0	13.767	20947	0.245825	0.000839248	10.2941	1.61108	0.880579	0.0286844	0.807257	0.186018	12.8824	5.86177	-0.0518146
1	10.2101	1339	0.269122	0.000491436	3.11765	0.857493	0.488049	0.191307	0.920308	0.164351	2.52941	1.28051	0.00925379
2	10.6026	372	0.283011	0.000929993	2.41176	1.00367	0.319141	0.244853	0.980769	0.0693375	1.92308	0.759555	-0.00361446
3	13.6777	47	0.19049	0.000805921	1.23529	0.437237	0.0671335	0.143174	1	0	1	0	-0.0229226
4	14.0258	194	0.204512	0.00028292	1.58824	0.618347	0.111204	0.147814	1	0	1.11111	0.333333	0.000864304
5	10.2334	207	0.200399	0.000829039	1.41176	0.712287	0.130252	0.220796	1	0	1.4	0.547723	-0.0554324
6	14.0464	23	0.156472	0.000896458	1.17647	0.392953	0.0528478	0.125601	1	0	1	0	0.137681
7	12.276	28	0.200563	0.000171335	1	0	0	0	0	0	0	0	0
8	12.8981	69	0.272189	0.000854357	1.35294	0.492592	0.126704	0.20234	1	0	1	0	0.0998487
9	12.0132	1399	0.137045	0.000614514	3.29412	0.771744	0.503735	0.148176	0.868908	0.191462	3	1.32288	0.000954016
10	10.1892	605	0.177916	0.000907913	3.05882	1.14404	0.468814	0.145915	0.921008	0.17218	2.47059	1.46277	0.0391153
11	10.2634	1118	0.145976	0.000968937	4.11765	0.857493	0.611298	0.133932	0.905602	0.120503	3.64706	1.27187	0.016816
12	8.05893	830	0.207576	0.000844541	2	0.5	0.263212	0.183261	0.95	0.140153	1.33333	0.723747	0.0706997
13	9.12082	32	0.274228	0.000587906	1	0	0	0	0	0	0	0	0
14	8.30868	38158	0.225892	0.000569297	12.7059	1.8962	0.902521	0.03532	0.754142	0.188714	17.3529	7.59886	-0.0217391
15	12.9958	1017	0.205754	0.000688156	3.23529	0.970143	0.529412	0.129799	0.985294	0.0606339	2.29412	0.985184	-0.025436
16	9.29096	184	0.296224	0.000857977	1.58824	0.618347	0.185528	0.213316	0.962963	0.111111	1.22222	0.440959	0.0139824
17	13.3267	3327	0.283469	0.000732018	4.94118	1.08804	0.678805	0.097103	0.939496	0.0862379	4.29412	1.21268	-0.0162913
18	9.07974	44171	0.184921	0.000284234	8.29412	1.40378	0.834734	0.034283	0.850203	0.147881	9	2.29129	-0.0184332
19	10.6774	794	0.289176	0.000323324	3	1.32288	0.452474	0.224761	0.969841	0.0827074	2.46667	1.55226	0.033107
20	10.8582	1814	0.117236	0.000236248	2.64706	0.931476	0.364239	0.232743	0.979167	0.0833333	1.8125	0.834166	0.00422164
21	13.8834	86	0.280868	0.0009902	1.70588	0.587868	0.189729	0.200822	1	0	1.09091	0.301511	-0.0344828
22	12.0243	10995	0.170566	0.000899464	8.47059	1.80685	0.82605	0.0505203	0.913379	0.084333	8.41176	2.39945	-0.00907821
23	8.93823	15	0.266654	0.000891518	1	0	0	0	0	0	0	0	0
24	9.67807	136	0.261508	0.000376633	1.23529	0.437237	0.0760037	0.154378	1	0	1	0	0.231156
25	14.8608	159	0.102986	0.000843751	1.76471	0.752447	0.143791	0.159655	1	0	1.3	0.483046	-0.0468541
26	9.92317	4311	0.296895	0.00090655	6.17647	1.97596	0.752568	0.0961856	0.89842	0.14962	6.17647	3.20615	-0.0166113
27	9.8109	1886	0.195407	0.000455488	4.35294	0.785905	0.661625	0.101507	0.963025	0.0861683	3.58824	1.12132	0.0632251
28	9.25376	105	0.140401	0.000958086	1.47059	0.71743	0.163212	0.236879	1	0	1.33333	0.516398	-0.0218032
29	9.57277	7324	0.253154	0.000748796	7.29412	1.7946	0.807843	0.0592679	0.901297	0.130241	7.35294	2.71434	-0.00333175
30	12.043	2725	0.241867	0.000856419	6.17647	1.38	0.735107	0.0976285	0.897666	0.101198	6	1.80278	0.031744
31	9.98104	1628	0.102536	0.000879841	3.52941	0.874475	0.52521	0.180134	0.973529	0.0752447	2.64706	0.931476	-0.00183016
32	11.1314	2446	0.245113	0.000767471	4.17647	1.23669	0.623903	0.139685	0.943978	0.110381	3.52941	1.54587	0.0157068
33	8.81711	142	0.102916	0.000620365	1.35294	0.492592	0.121475	0.196139	0.944444	0.136083	1.16667	0.408248	-0.106349
34	14.53	897	0.18296	0.000586039	2.94118	1.19742	0.419141	0.200756	0.970238	0.0884485	2.25	1.48324	0.0501488
35	14.8823	11	0.164117	0.000748101	1	0	0	0	0	0	0	0	0
36	13.6416	21	0.192651	0.000515794	1.17647	0.392953	0.0561158	0.150247	1	0	1	0	-0.109966
37	12.0066	41	0.23302	0.000780098	1.11765	0.332106	0.0432306	0.129367	1	0	1	0	0.0177778
38	8.76103	206	0.124212	0.000316397	1	0	0.285714	0	1	0	1	0	-0.172414
39	8.74935	12	0.107868	0.000280345	1	0	0	0	0	0	0	0	0
40	13.5644	178	0.197207	0.00046005	1.47059	0.514496	0.0718021	0.109533	0.958333	0.117851	1.125	0.353553	0.0454545
41	12.272	16	0.279198	0.000966456	1.17647	0.528594	0.030719	0.101942	1	0	1.5	0.707107	-0.287066
42	10.153	79	0.218985	0.000202164	1.23529	0.437237	0.0774043	0.16921	1	0	1	0	0.116337
43	11.376	42	0.290933	0.000343716	1.11765	0.332106	0.0604108	0.170534	1	0	1	0	-0.140575
44	9.51346	198	0.138486	0.000568711	1.47059	0.514496	0.104949	0.154886	1	0	1	0	0.003663
45	11.7318	118	0.108401	0.000967258	1.88235	0.696631	0.185528	0.22132	1	0	1.25	0.452267	0.0501811
46	9.80222	121	0.198567	0.000774977	1.58824	0.712287	0.176844	0.229591	0.958333	0.117851	1.375	0.517549	-0.112323
47	9.21759	418	0.29348	0.000247805	1.52941	0.624264	0.13408	0.183029	1	0	1.125	0.353553	0.000716846
48	8.42682	465	0.169622	0.00094775	2.29412	0.771744	0.329038	0.231232	0.961111	0.103829	1.6	0.736788	-0.0852123
49	14.0227	32535	0.289805	0.00040369	10.8235	2.4299	0.865173	0.0576927	0.788031	0.127334	13	3.79144	0.030081
50	14.3923	272	0.186884	0.000400096	1.82353	0.808957	0.192063	0.237816	0.975	0.0790569	1.5	0.707107	0.0135068
51	10.2435	4827	0.225199	0.00069009	5.23529	1.43742	0.666013	0.135405	0.911064	0.131058	5.05882	2.83881	-0.0111159
52	14.3087	106	0.24114	0.000777869	2.05882	0.899346	0.201774	0.180808	1	0	1.5	0.6742	-0.0878701
53	10.3904	35	0.176513	0.000969994	1	0	0	0	0	0	0	0	0
54	10.1377	702	0.215014	0.000463053	3.05882	1.02899	0.46732	0.205034	0.9875	0.05	2.25	1	0.0718391
55	8.36774	2131	0.242253	0.000825109	4.41176	1.41681	0.602708	0.168523	0.92444	0.135035	3.88235	1.69124	-0.0143586
56	9.98657	36	0.165311	0.000734944	1.35294	0.492592	0.125303	0.206049	1	0	1	0	0.00920245
57	8.53955	12	0.219434	0.000536536	1	0	0	0	0	0	0	0	0
58	10.312	249	0.277892	0.000830789	2.70588	0.919559	0.387768	0.210019	0.97	0.0797317	2.06667	0.883715	-0.0725286
59	14.58	43	0.270581	0.000335967	1	0	0.5	0	1	0	1	0	-0.230263
60	11.084	35	0.207383	0.000672996	1.17647	0.392953	0.0296919	0.0749628	1	0	1	0	-0.103896
61	9.59887	4772	0.287033	0.000596391	5.11765	1.49509	0.6662	0.139034	0.963235	0.0906697	4.35294	1.57881	-0.0411671
62	8.12657	1098	0.168976	0.000236115	2.29412	0.771744	0.321755	0.222609	1	0	1.46667	0.63994	0.0152284
63	10.396	59	0.220255	0.000734451	1.41176	0.5073	0.111765	0.16675	0.952381	0.125988	1.14286	0.377964	0.215385
64	9.46118	15	0.21675	0.000486848	1	0	0	0	0	0	0	0	0
65	8.76229	821	0.130406	0.000776779	2.82353	0.951006	0.38226	0.20646	0.95098	0.141479	2.11765	1.53632	0.00854701
66	12.2775	38	0.274344	0.000872405	1.17647	0.392953	0.0806723	0.179635	1	0	1	0	0.194313
67	10.0338	22	0.200498	0.00091582	1.35294	0.492592	0.0910364	0.14907	1	0	1	0	0.0316456
68	13.7998	1167	0.258202	0.000686286	3.35294	0.931476	0.530252	0.196586	0.97549	0.0707396	2.47059	1.06757	0.0649539
69	14.3357	1205	0.283489	0.000956677	4.11765	1.31731	0.619514	0.129905	0.966667	0.0745356	3.29412	1.40378	-0.0512741
70	14.9819	25	0.124943	0.000446462	1	0	0	0	0	0	0	0	0
71	13.9929	25336	0.210066	0.000988424	12.0588	2.92555	0.900187	0.0339599	0.726321	0.179949	17.0588	7.14555	-0.013245
72	8.07506	22	0.188687	0.000606478	1	0	0.285714	0	1	0	1	0	0.227273
73	10.8759	19421	0.242588	0.00024848	7.41176	1.93839	0.79225	0.070503	0.879922	0.138339	7.82353	3.24491	-0.0279262
74	12.2441	144	0.144492	0.000622009	1.23529	0.437237	0.0603175	0.122663	1	0	1	0	0.136508
75	10.4637	100	0.296296	0.000923059	1.41176	0.618347	0.0460317	0.0818519	0.944444	0.136083	1.33333	0.516398	0.0791667
76	12.8374	40848	0.196835	0.000539599	9.76471	2.10741	0.857703	0.0502229	0.817904	0.162547	11.5294	4.28832	-0.00605245
77	10.9407	182	0.252385	0.000304783	1.41176	0.618347	0.0960784	0.176658	1	0	1.16667	0.408248	0.014
78	10.3237	189	0.215534	0.000146289	1.23529	0.437237	0.0976657	0.184589	1	0	1	0	-0.0729783
79	11.7793	14	0.110629	0.000167654	1	0	0	0	0	0	0	0	0
80	9.91894	15577	0.277079	0.00032943	7.35294	1.22174	0.806443	0.0502747	0.781184	0.187445	9.11765	3.5511	-0.000953516
81	10.6074	36	0.164415	0.000298342	1	0	0.0555556	0	1	0	1	0	-1.30511e-17
82	10.2566	45703	0.266948	0.000211853	8.82353	2.3779	0.838375	0.0778248	0.743914	0.125617	11.0588	3.34422	-0.0460338
83	14.0234	11373	0.166368	0.000853003	9.17647	2.53069	0.84902	0.0567526	0.866334	0.110369	9.88235	3.72294	0.00316957
84	11.016	38605	0.280849	0.000714186	13.2941	2.801	0.911298	0.0291167	0.733133	0.142861	18.1765	6.55015	-0.0226913
85	14.48	553	0.239958	0.000542221	2.52941	0.874475	0.377778	0.22454	1	0	1.73333	0.703732	-0.00356234
86	13.1559	41829	0.299484	0.00043592	11.2941	2.56819	0.885994	0.0365348	0.818475	0.143894	13.2353	3.96121	-0.0299674
87	10.5096	4120	0.158202	0.000468169	4.58824	0.712287	0.635294	0.14836	0.915686	0.109999	4.05882	0.826936	0.00741189
88	9.48759	355	0.292541	0.000282193	1.88235	0.600245	0.153782	0.174605	1	0	1.15385	0.375534	0.0231106
89	14.3959	55	0.217733	0.000789883	1.41176	0.5073	0.0893557	0.137662	1	0	1	0	-0.0625
90	9.26086	20518	0.283201	0.000989771	10	1.87083	0.863305	0.0375996	0.870903	0.126214	10.8824	3.47998	-0.0227273
91	8.14676	10603	0.279941	0.000986033	9.76471	1.82104	0.867134	0.038362	0.832701	0.129932	11	2.82843	0.0168402
92	9.35414	217	0.178465	0.000603329	2.05882	0.747545	0.248646	0.212732	1	0	1.38462	0.50637	0.0281962
93	13.5858	5482	0.154778	0.00098984	5.82353	1.81091	0.722502	0.0889318	0.953105	0.0799781	5.23529	2.30568	-0.00425758
94	9.76092	206	0.190596	0.000178578	1.29412	0.469668	0.0852474	0.163177	1	0	1	0	-0.0361174
95	10.0796	2141	0.108454	0.000577067	3.11765	0.781213	0.490289	0.165636	0.985294	0.0606339	2.17647	0.808957	0.020768
96	11.9455	1788	0.100671	0.000438336	3.35294	0.785905	0.536975	0.123791	0.86606	0.223983	3.17647	1.66716	-0.0419355
97	12.6344	78	0.15322	0.000366657	1.29412	0.469668	0.0842204	0.168978	1	0	1	0	-0.169725
98	8.0618	610	0.115581	0.00085783	3.17647	0.951006	0.514379	0.192642	0.940196	0.119759	2.47059	1.23073	0.0613691
99	9.47366	7325	0.179083	0.000587853	6.47059	1.50489	0.761531	0.0722757	0.871214	0.143703	6.88235	3.389	-0.0175527
100	13.3731	1648	0.233203	0.000878244	5.47059	1.58578	0.705229	0.115417	0.940359	0.0956929	4.94118	2.01465	0.0657053
101	8.6233	585	0.168836	0.000124587	1.23529	0.437237	0.0277311	0.0607626	1	0	1	0	0.417808
102	13.9126	5798	0.100203	0.00085131	6.35294	1.69341	0.760504	0.0726892	0.843048	0.185379	6.94118	2.60937	0.0252589
103	9.30872	753	0.169962	0.00016463	1.82353	0.727607	0.207656	0.225537	0.969697	0.100504	1.36364	0.504525	0.089566
104	12.3588	11	0.164495	0.000514284	1	0	0	0	0	0	0	0	0
105	10.4082	1512	0.248476	0.000280092	2.88235	0.92752	0.364426	0.218665	0.984375	0.0625	2.0625	0.853913	0.0324111
106	8.94332	9563	0.298326	0.000131353	3.94118	1.34493	0.560784	0.158224	0.939216	0.136542	3.35294	1.90201	-0.0204082
107	12.1082	1222	0.216612	0.000772886	3.41176	1.12132	0.519048	0.182626	0.966667	0.0942809	2.8125	1.60078	-0.0595437
108	13.5066	37	0.271458	0.000998705	1.11765	0.332106	0.0290383	0.0955546	1	0	1	0	-0.013245
109	11.8037	21	0.187921	0.000275628	1	0	0.107937	0	1	0	1	0	-0.030303
110	8.03845	166	0.224773	0.000753129	1.94118	0.826936	0.213445	0.225908	0.944444	0.12975	1.5	0.6742	0.083558
111	12.1906	5890	0.105355	0.000848247	7.11765	1.96476	0.796639	0.078483	0.89829	0.104933	7	2.3184	0.00325733
112	9.9	22175	0.192291	0.000426891	10.4706	2.32157	0.861625	0.0460975	0.827174	0.164151	12.5882	5.43207	0.00646888
113	9.48256	20088	0.185378	0.000918259	11.7647	2.7733	0.897666	0.0327813	0.777305	0.165491	15.1765	6.29717	-0.0199271
114	8.46668	65	0.145583	0.000587752	1	0	0	0	0	0	0	0	0
115	13.7325	43805	0.198616	0.0007483	14.2353	2.70484	0.92437	0.0231791	0.663883	0.191718	22.8235	9.44878	0.0249377
116	13.5189	229	0.218421	0.000758215	1.88235	0.696631	0.260317	0.237115	1	0	1.25	0.452267	0.201175
117	10.0827	6366	0.127834	0.000936098	6.52941	1.37467	0.782633	0.108871	0.826282	0.174029	7.47059	3.37486	0.0106814
118	12.3536	16	0.298882	0.000335517	1	0	0	0	0	0	0	0	0
119	11.0692	2522	0.173594	0.000901451	4.76471	0.970143	0.668441	0.102094	0.978431	0.0611705	3.88235	0.99262	0.0127929
120	10.0364	46657	0.262505	0.00046887	12.4118	3.14362	0.891036	0.0457088	0.784403	0.160568	15.9412	7.55373	0.013802
121	14.2004	6466	0.25773	0.000264631	4.64706	1.49755	0.650047	0.115705	0.906886	0.137644	4.35294	2.20627	0.0357459
122	12.2569	24	0.289486	0.000480825	1	0	0.107937	0	1	0	1	0	-0.030303
123	11.9649	1438	0.247743	0.000223869	2.11765	0.92752	0.22521	0.214133	0.984615	0.05547	1.53846	0.967418	-0.0311833
124	9.79543	12	0.192301	0.000797323	1.11765	0.332106	0.0183007	0.054335	1	0	1	0	-0.0736842
125	11.1712	41	0.233945	0.000670689	1.17647	0.392953	0.0188609	0.0456776	1	0	1	0	-0.0408163
126	10.8252	34	0.210838	0.00095298	1	0	0.207937	0	1	0	2	0	-0.0708661
127	10.5866	545	0.255054	0.000167673	1.58824	0.618347	0.14902	0.214392	1	0	1.11111	0.333333	-0.167855
128	13.5671	71	0.213594	0.00014697	1.17647	0.392953	0.0423903	0.126301	1	0	1	0	0.234234
129	12.2024	114	0.160618	0.000801851	1.52941	0.624264	0.125957	0.186805	1	0	1.125	0.353553	-0.0925784
130	9.73182	13	0.210414	0.000350156	1	0	0	0	0	0	0	0	0
131	9.56194	624	0.173167	0.000319624	2.11765	0.696631	0.243978	0.203676	0.982143	0.0668153	1.42857	0.646206	0.00905868
132	10.1445	3890	0.208909	0.000315151	3.47059	1.06757	0.474136	0.227161	0.976471	0.0664211	2.58824	1.17574	0.0147923
133	12.0287	6337	0.239177	0.000477729	5.35294	1.32009	0.689169	0.124299	0.894211	0.140457	5.29412	2.68712	0.0579226
134	8.48142	16853	0.156298	0.000144053	6.17647	2.03824	0.740896	0.113405	0.912626	0.100839	5.88235	2.39485	0.0077821
135	9.41435	1619	0.115959	0.000850516	4.11765	0.99262	0.563866	0.153971	0.959664	0.091506	3.35294	1.22174	-0.00272758
136	9.57881	44	0.10136	0.000803334	1.29412	0.469668	0.07507	0.147326	1	0	1	0	0.132653
137	12.3069	293	0.283975	0.000674045	1.58824	0.712287	0.142764	0.191256	1	0	1.25	0.46291	0.063172
138	10.212	21	0.136679	0.000977336	1.17647	0.392953	0.0503268	0.120828	1	0	1	0	0.0267176
139	9.70431	3353	0.122184	0.000467786	3.76471	0.83137	0.582166	0.0885846	0.929412	0.117042	3.11765	1.0537	0.00660284
140	10.8951	51	0.254299	0.000608505	1.29412	0.469668	0.0845938	0.148167	1	0	1	0	-0.0842825
141	10.0254	742	0.235634	0.000805237	3.17647	1.0146	0.50112	0.184802	1	0	2.17647	1.0146	-0.00441205
142	10.2281	6107	0.11281	0.000310864	4.47059	1.37467	0.618768	0.107827	0.942507	0.119594	3.94118	2.07577	-0.0307836
143	9.20642	590	0.145217	0.000994174	2.58824	0.795206	0.35873	0.211249	0.947917	0.113346	1.875	0.806226	-0.0115251
144	10.4594	51	0.262433	0.000417524	1.11765	0.332106	0.054155	0.153798	1	0	1	0	0.159011
145	12.0284	457	0.170844	0.000943173	2.88235	1.0537	0.385621	0.230538	0.912222	0.133403	2.53333	1.18723	0.00872165
146	14.8733	200	0.238302	0.00017132	1.23529	0.437237	0.0771242	0.163944	1	0	1	0	-0.192982
147	13.479	543	0.21831	0.000434644	2.29412	0.771744	0.30084	0.223041	0.977778	0.0860663	1.6	1.0556	0.000638978
148	10.1996	293	0.262169	0.000156417	1.29412	0.469668	0.0852474	0.167745	1	0	1	0	0.121348
149	14.3173	13	0.216636	0.000179876	1	0	0.0555556	0	1	0	1	0	-1.30511e-17
150	12.3188	20	0.287565	0.000318387	1	0	0	0	0	0	0	0	0
151	11.2725	4743	0.146072	0.000512747	4.58824	1.62245	0.649767	0.141491	0.927731	0.125811	4.05882	1.98339	0.00946466
152	12.4686	4202	0.225521	0.000581193	4.58824	1.41681	0.65901	0.13967	0.963725	0.0821236	3.82353	1.62924	0.0288546
153	10.9313	449	0.229601	0.000728765	2	0.707107	0.17507	0.169083	1	0	1.30769	0.480384	-0.00823723
154	9.39398	37735	0.130929	0.000688374	11.1176	2.44649	0.879645	0.0512849	0.798644	0.142696	13.6471	5.25525	0.0197663
155	14.3429	563	0.182873	0.000880601	3.23529	1.03256	0.444164	0.193632	0.953922	0.105332	2.41176	1.06412	-0.0689506
156	12.6648	391	0.215276	0.00027398	1.47059	0.514496	0.121849	0.176951	1	0	1	0	0.00788644
157	10.0487	1083	0.245724	0.000284232	2.70588	0.919559	0.414099	0.199691	0.9875	0.05	1.875	0.957427	0.00580181
158	14.2584	6998	0.149073	0.000238529	4.05882	0.826936	0.627731	0.115685	0.903782	0.123904	3.58824	1.17574	0.0486239
159	13.3902	895	0.219799	0.000607584	3	0.790569	0.481326	0.121116	0.968627	0.0916444	2.11765	0.857493	0.0717417
160	13.7787	285	0.253	0.000955963	2.29412	0.685994	0.377218	0.17004	0.947917	0.145535	1.5625	0.727438	0.021645
161	14.9191	1662	0.283538	0.000434764	3.64706	1.11474	0.497666	0.240246	0.964986	0.109147	2.88235	1.45269	0.0356936
162	9.64244	6619	0.217401	0.000766794	7	1.83712	0.79972	0.0561259	0.87368	0.138401	7.23529	2.63461	0.00300445
163	11.2629	10326	0.299869	0.000157684	4.05882	1.02899	0.616246	0.109306	0.933754	0.111639	3.41176	1.22774	-0.00233973
164	13.4811	85	0.248437	0.000256274	1	0	0.0555556	0	1	0	1	0	-1.30511e-17
165	13.8776	47710	0.275586	0.000353805	8.35294	2.11959	0.821475	0.0688675	0.886704	0.106817	8.70588	3.38683	-0.0312683
166	14.3177	46	0.244607	0.000614434	1.23529	0.437237	0.0364146	0.0733075	1	0	1	0	0.105263
167	12.2278	11724	0.22058	0.000345179	6.47059	1.50489	0.747339	0.104951	0.970351	0.0695953	5.76471	1.9535	0.0165831
168	9.72882	23193	0.191697	0.000467375	9.82353	2.35147	0.856769	0.0473588	0.875148	0.136078	10.4706	3.12485	0.0398924
169	14.8779	40420	0.233942	0.000447376	13.4706	2.40098	0.911018	0.027871	0.740144	0.176246	18.3529	6.54734	0.0139211
170	12.0408	866	0.129523	0.000440556	2.58824	0.712287	0.363025	0.18651	0.9625	0.108781	1.875	0.957427	0.0563045
171	13.2587	80	0.289006	0.000130126	1	0	0.203175	0	1	0	1	0	-0.0967742
172	12.059	43905	0.170207	0.000582059	11.5294	2.50294	0.894304	0.0340071	0.842231	0.119392	13	3.57071	0.00623254
173	11.4846	288	0.156411	0.000213436	1.35294	0.492592	0.0927171	0.150061	0.944444	0.136083	1.16667	0.408248	-0.0956341
174	12.708	5544	0.115414	0.000624004	5.41176	1.58346	0.721382	0.0991494	0.959121	0.0919761	4.82353	2.32474	-0.019864
175	9.76834	883	0.152317	0.000727893	3.05882	1.08804	0.459197	0.180349	0.966667	0.0942809	2.3125	1.01448	-0.0328934
176	13.3148	165	0.167995	0.000567351	1.29412	0.469668	0.0883287	0.163815	1	0	1	0	0.190476
177	11.0304	4942	0.122761	0.000400733	4.35294	0.931476	0.623716	0.098948	0.884594	0.12121	4.05882	1.47778	-0.0385683
178	12.5545	91	0.175594	0.000745316	1.47059	0.71743	0.126704	0.204197	1	0	1.33333	0.516398	-0.03265
179	8.81901	9612	0.242158	0.000546973	7	1.41421	0.791597	0.0576033	0.950327	0.0837137	6.47059	1.84112	-0.0245443
180	10.7835	742	0.162558	0.00071483	3.11765	0.781213	0.488049	0.141628	0.960084	0.117017	2.35294	1.22174	-0.0114263
181	10.2356	44626	0.1576	0.000631823	11.8824	2.39485	0.896639	0.0328761	0.746341	0.135811	15.4706	5.05121	-0.0173745
182	9.89583	272	0.104791	0.000871334	2.11765	0.696631	0.281326	0.196685	1	0	1.35714	0.497245	0.120191
183	14.6929	57	0.112784	0.000104116	1	0	0.0555556	0	1	0	1	0	-1.30511e-17
184	12.1052	1797	0.135457	0.000804765	5	0.790569	0.708403	0.0762561	0.920518	0.148376	4.70588	1.96102	0.0321269
185	13.952	6508	0.134605	0.000333136	4.23529	1.14725	0.609244	0.0541175	0.971429	0.0646813	3.41176	1.37199	0.0189215
186	9.70783	39	0.146654	0.000739562	1.11765	0.332106	0.0208217	0.0636454	1	0	1	0	-0.101852
187	12.9899	54	0.205122	0.000698422	1.35294	0.606339	0.0897292	0.159695	1	0	1.2	0.447214	-0.0203644
188	13.6769	30	0.270055	0.000453796	1.11765	0.332106	0.0253035	0.0808521	1	0	1	0	-0.167939
189	12.0977	293	0.172077	0.000647349	1.94118	0.826936	0.218301	0.203179	1	0	1.33333	0.651339	0.0584615
190	14.154	14	0.29281	0.000951157	1	0	0	0	0	0	0	0	0
191	9.14889	48198	0.166821	0.000797274	13	2.37171	0.908403	0.0264523	0.731821	0.186895	18.5882	8.35957	0.00729927
192	10.8727	20288	0.149215	0.000366312	7.82353	1.50977	0.787115	0.0760641	0.87477	0.124894	8.23529	2.72785	0.0207469
193	9.8086	4867	0.237437	0.000322517	4	1.22474	0.632493	0.131678	0.980392	0.0553509	3.11765	1.36393	-0.00775194
194	14.8169	50	0.206287	0.00057898	1.11765	0.332106	0.0311858	0.115055	1	0	1	0	-0.267081
195	11.2658	3205	0.154459	0.000352849	3.29412	0.685994	0.535014	0.150335	0.946078	0.121268	2.52941	0.874475	-0.0458716
196	12.2076	3683	0.26077	0.000385185	3.76471	0.970143	0.57423	0.130907	0.958824	0.0968457	3	1.22474	-0.042735
197	13.4182	1472	0.229392	0.000279384	2.70588	0.771744	0.376004	0.186672	0.938542	0.113483	2.0625	0.928709	-0.0353122
198	9.47308	750	0.198776	0.000155096	1.29412	0.587868	0.0645191	0.158501	1	0	1.25	0.5	0.0906389
199	12.5308	20	0.103134	0.000777996	1.11765	0.332106	0.0451914	0.12797	1	0	1	0	-0.162393
200	13.8844	7093	0.268661	0.000421743	4.82353	1.33395	0.648833	0.127272	0.896919	0.125352	4.52941	1.9078	0.0183595
201	12.1327	6890	0.110357	0.000220222	3.64706	0.785905	0.543417	0.135012	0.956723	0.0975618	2.88235	1.11144	-0.0292087
202	13.7212	257	0.116553	0.000234607	1.52941	0.624264	0.133707	0.195388	1	0	1.125	0.353553	-0.1031
203	12.0626	20201	0.278903	0.000552383	8.64706	2.28968	0.826517	0.0653468	0.822223	0.139957	9.88235	3.67223	-0.0410991
204	9.79701	123	0.207582	0.000103871	1.23529	0.437237	0.057423	0.117664	1	0	1	0	-0.20202
205	9.71675	15	0.136216	0.000118113	1	0	0	0	0	0	0	0	0
206	12.9243	68	0.179037	0.000466761	1.41176	0.5073	0.0789916	0.143439	1	0	1	0	0.176755
207	13.1835	80	0.222374	0.000210987	1	0	0	0	0	0	0	0	0
208	12.5275	426	0.255295	0.00015486	1.70588	0.469668	0.155742	0.162159	1	0	1	0	-0.137546
209	8.51356	66	0.273217	0.000231654	1	0	0	0	0	0	0	0	0
210	9.38606	179	0.12929	0.000889773	1.82353	0.727607	0.207096	0.237944	1	0	1.27273	0.467099	-0.0916705
211	9.15418	9690	0.189338	0.000782129	8.58824	2.26547	0.835294	0.0492464	0.80683	0.15257	10.2353	4.13112	0.00241629
212	12.3225	1270	0.198489	0.000609954	3.76471	1.43742	0.568161	0.185069	0.921528	0.161039	3.4375	1.78769	-0.0364098
213	11.8818	374	0.256403	0.000598285	2.17647	0.882843	0.242857	0.243375	1	0	1.53846	0.660225	-0.0233663
214	13.5285	3009	0.256841	0.000496535	5.11765	1.49509	0.65733	0.11195	0.879272	0.164035	5.23529	2.99018	0.0722311
215	9.70985	5666	0.110419	0.000727554	6.94118	1.47778	0.755742	0.0849649	0.895626	0.119385	6.88235	1.90008	-0.038961
216	9.29915	55	0.235426	0.000711092	1.47059	0.514496	0.0973856	0.136585	1	0	1	0	-0.041502
217	13.6029	282	0.176702	0.000849877	1.64706	0.606339	0.153782	0.186641	1	0	1.1	0.316228	0.0885287
218	12.0919	40317	0.283483	0.000335476	9.88235	2.02739	0.861625	0.0376262	0.816228	0.137534	11.5882	3.89003	-0.0365159
219	12.5823	160	0.104039	0.000553194	1.58824	0.618347	0.167787	0.218557	0.962963	0.111111	1.22222	0.440959	0.0269033
220	9.04553	66	0.1219	0.000770364	1.35294	0.606339	0.127077	0.228867	0.95	0.111803	1.4	0.894427	0.207519
221	12.3045	92	0.177221	0.000238196	1.11765	0.332106	0.0253035	0.0808521	1	0	1	0	-0.167939
222	9.87296	12083	0.240127	0.00069422	8.76471	2.01648	0.845845	0.0536724	0.807602	0.161651	10.2353	3.15296	-0.00863833
223	12.1444	313	0.267328	0.000190238	1.47059	0.624264	0.137442	0.205372	1	0	1.14286	0.377964	0.196106
224	14.2539	37737	0.186219	0.000951841	12.7647	2.8401	0.907003	0.02771	0.748866	0.164526	17.2353	6.77799	-0.0276806
225	8.19952	31469	0.228737	0.00052084	7.94118	1.67595	0.83268	0.0584454	0.878431	0.157192	8.41176	2.85173	0.00727063
226	9.55297	466	0.146452	0.000610125	2.35294	0.86177	0.322782	0.238246	0.958333	0.107168	1.78571	0.699293	0.0704309
227	9.50055	15848	0.102605	0.000987927	9.76471	1.71499	0.867694	0.0335872	0.892815	0.106687	10.2353	3.36395	0.0019938
228	8.38526	467	0.150128	0.000137649	1.29412	0.469668	0.0430439	0.0926821	1	0	1	0	0.0133929
229	11.4325	97	0.102554	0.000350113	1.35294	0.492592	0.113352	0.192677	1	0	1	0	0.020339
