Sim	GAMMA	NCURR	STEPS	STR_MUTATION	K_1	Ksd_1	H_1	Hsd_1	GW_1	GWsd_1	R_1	Rsd_1	FIS	Distance
992	10.2049	47883	0.180022	0.000822965	10.8235	2.32474	0.89263	0.0278693	0.714246	0.190886	15.7059	7.3209	-0.0381775	5.71877
993	10.4968	46288	0.170703	0.000814637	13.2353	2.07754	0.913725	0.0257548	0.681139	0.202946	20.9412	10.8885	0.0355175	4.54589
994	10.7193	47544	0.173961	0.000800235	15	2.3184	0.937661	0.0201376	0.716338	0.110901	20.7059	6.14171	-0.0125523	6.30374
995	10.8324	49837	0.171862	0.000761783	12.5882	2.71705	0.912644	0.0299292	0.722331	0.12409	17.2353	6.75027	0.00767106	5.92254
996	11.1693	47707	0.16605	0.000778546	10.8824	2.14716	0.898039	0.0300827	0.714919	0.219441	17.1765	11.4686	0.00904272	4.48523
997	11.1693	47707	0.16605	0.000778546	10.8824	2.14716	0.898039	0.0300827	0.714919	0.219441	17.1765	11.4686	0.00904272	4.48523
998	11.3257	47616	0.156156	0.000751078	11.2353	2.5132	0.897228	0.0488388	0.763583	0.150896	14.5294	5.47857	0.00358982	6.43271
999	11.5027	48892	0.151886	0.000738764	11	2.66927	0.889249	0.0538898	0.754934	0.179027	14.6471	6.5664	0.00803023	5.9913
1000	11.9567	48212	0.143733	0.000741586	11.3529	1.57881	0.899797	0.0245189	0.620338	0.168544	18.8235	6.4637	0.0380849	5.69601
1001	11.865	46085	0.143525	0.000712367	11.9412	1.95162	0.911562	0.02601	0.657622	0.177698	18.8824	7.49068	-0.00245851	5.39172
1002	11.7455	46974	0.138731	0.000727608	13.3529	3.21988	0.923597	0.0250185	0.722013	0.16551	18.7059	6.91705	-0.0153239	6.09066
1003	11.7568	46996	0.149006	0.00069196	11.5882	2.45099	0.893306	0.0391822	0.774269	0.159036	14.9412	6.20958	-0.000940734	6.19866
1004	11.876	47896	0.137388	0.000682599	12.9412	2.13514	0.921298	0.0267415	0.725693	0.1348	17.7647	5.91111	-0.00912409	6.22948
1005	11.9208	49287	0.130752	0.000690888	13.0588	1.78433	0.921974	0.0224281	0.751924	0.154463	17.4706	6.54902	-0.0215871	6.11376
1006	12.2801	49838	0.140073	0.00068979	13	2.20794	0.916024	0.0288631	0.661627	0.120487	19.2941	5.04684	-0.0373546	6.46507
1007	12.1454	47610	0.134567	0.000702904	10.4118	2.37326	0.883029	0.033213	0.788156	0.186715	13.4706	6.27612	0.000793021	6.28773
1008	11.7124	45400	0.139428	0.000686873	13.1765	2.2977	0.923191	0.0274549	0.668079	0.146938	19.4706	5.18553	-0.00698027	6.40421
1009	11.7124	45400	0.139428	0.000686873	13.1765	2.2977	0.923191	0.0274549	0.668079	0.146938	19.4706	5.18553	-0.00698027	6.40421
1010	11.7124	45400	0.139428	0.000686873	13.1765	2.2977	0.923191	0.0274549	0.668079	0.146938	19.4706	5.18553	-0.00698027	6.40421
1011	12.0602	43896	0.130188	0.000658545	12.1765	2.81148	0.903584	0.0363341	0.706516	0.147134	16.8235	4.94008	0.00635363	6.60908
1012	12.4615	44912	0.119319	0.000615633	12.5294	1.69991	0.913049	0.0224394	0.714842	0.168363	18	7.24569	-0.000766989	5.70804
1013	12.4615	44912	0.119319	0.000615633	12.5294	1.69991	0.913049	0.0224394	0.714842	0.168363	18	7.24569	-0.000766989	5.70804
1014	12.2215	45403	0.130119	0.000611061	12.1765	2.06867	0.909804	0.0356927	0.7014	0.183973	17.5294	5.53531	0.0312164	6.26274
1015	11.9587	44180	0.121243	0.00064969	10.8824	2.73593	0.891548	0.038649	0.749664	0.131801	14.3529	6.55688	-0.0212231	6.07802
1016	11.7706	44744	0.134911	0.000679949	12.3529	2.34364	0.908046	0.0321736	0.721365	0.187785	17.5294	6.87493	-0.0288714	5.86532
1017	11.7706	44744	0.134911	0.000679949	12.3529	2.34364	0.908046	0.0321736	0.721365	0.187785	17.5294	6.87493	-0.0288714	5.86532
1018	11.65	47366	0.126819	0.000692776	12.5882	2.29289	0.914807	0.0228801	0.738215	0.156348	17.2353	6.71313	0.00566355	5.95263
1019	11.5695	45430	0.140313	0.000683398	13.2353	2.63461	0.917241	0.0297965	0.707043	0.162922	19	7.38241	-0.00488699	5.65616
1020	12.0533	44241	0.130553	0.000711898	12.2353	1.60193	0.908452	0.0277918	0.771762	0.188017	16.2941	6.90801	-0.0239161	6.04583
1021	11.8196	43487	0.13531	0.000667193	11.7647	2.35927	0.904665	0.0240436	0.688463	0.156847	17.4118	7.34046	-0.00588417	5.55562
1022	11.4766	45857	0.141547	0.000704809	14.4118	2.7852	0.932522	0.0170476	0.62661	0.162974	24.5882	11.1359	0.00780781	4.61529
1023	11.4766	45857	0.141547	0.000704809	14.4118	2.7852	0.932522	0.0170476	0.62661	0.162974	24.5882	11.1359	0.00780781	4.61529
1024	11.4606	47667	0.154839	0.000704051	13.1765	2.09867	0.922245	0.0225422	0.762433	0.143115	17.2353	5.88992	0.0183639	6.34964
1025	11.1604	46015	0.152629	0.000664938	11.1176	2.71299	0.893442	0.0462916	0.738997	0.149571	14.9412	5.7822	0.0219298	6.26292
1026	10.6549	48254	0.161046	0.000651611	11.8235	2.62762	0.895335	0.0386907	0.728994	0.0987083	15.6471	4.6629	0.0150094	6.75633
1027	10.2963	49329	0.171275	0.00062279	12.7647	2.07754	0.91332	0.0276193	0.736976	0.139208	17.1765	5.58161	-0.000460052	6.37978
1028	9.83068	49577	0.178938	0.000626606	12.4706	3.12485	0.902772	0.0693608	0.705799	0.158449	17.6471	6.08216	0.032388	6.04688
1029	10.1218	49909	0.181293	0.000588404	10.8235	2.35147	0.879784	0.0586194	0.770809	0.135034	13.6471	4.58177	0.024654	6.7792
1030	9.88665	49543	0.185492	0.000578636	12.0588	2.41015	0.902772	0.0321404	0.703544	0.150934	17.2353	6.62881	-0.00356866	5.83809
1031	10.2897	49918	0.173534	0.000572181	11.8235	2.55527	0.906964	0.032785	0.738037	0.209817	17.0588	9.1068	0.0191358	5.15746
1032	9.89464	48914	0.172607	0.000532792	12.8235	2.74398	0.915348	0.0313967	0.688058	0.156159	18.9412	7.38639	-0.00260138	5.58377
1033	9.49175	48537	0.161541	0.000561842	11.8824	2.68985	0.909533	0.0253127	0.748384	0.176194	15.8824	5.58885	0.013083	6.48861
1034	9.66107	49493	0.163322	0.000601105	12.6471	2.57248	0.916295	0.0367282	0.642138	0.163865	20.3529	7.78573	-0.00596239	5.22812
1035	9.88133	48635	0.167158	0.000557856	12.1176	1.93269	0.905341	0.0305652	0.72259	0.147148	16.7647	5.96374	-0.00959455	6.16504
1036	10.0599	49896	0.162628	0.000583812	12	1.90394	0.907911	0.0293213	0.754893	0.196202	17.0588	9.64022	-0.00215983	5.0211
1037	9.78438	48407	0.167186	0.00062379	11	2.82843	0.89236	0.0411009	0.733158	0.147033	14.5882	5.18482	0.00251099	6.58126
1038	9.74906	48014	0.167857	0.000627962	12.1765	1.59041	0.913455	0.0242054	0.73002	0.157014	16.5882	5.05048	0.0130268	6.62955
1039	10.0927	46461	0.171061	0.000582349	14.1176	2.52196	0.926437	0.021473	0.660895	0.15849	21.9412	8.43705	0.00544135	5.24647
1040	10.0233	48398	0.172988	0.000579165	12.3529	2.37016	0.909533	0.0248252	0.737159	0.199291	17.2353	6.42777	-0.0360777	6.15661
1041	9.56974	47974	0.163172	0.000611662	10.9412	2.33106	0.897634	0.0296199	0.722067	0.183383	15.2941	5.89242	-0.00499376	6.24785
1042	9.77936	48275	0.171803	0.000657844	14.0588	3.07145	0.929817	0.0229902	0.585513	0.1324	24.8235	10.2056	0.0266366	4.70806
1043	9.77936	48275	0.171803	0.000657844	14.0588	3.07145	0.929817	0.0229902	0.585513	0.1324	24.8235	10.2056	0.0266366	4.70806
1044	10.1276	49983	0.168617	0.000660751	12.8235	2.2977	0.91332	0.0369229	0.738631	0.124371	17	5.08675	-0.0182599	6.58296
1045	9.85604	48963	0.167838	0.000697658	9	1.65831	0.848817	0.0814006	0.777763	0.195854	11.7059	5.24124	-0.0361804	6.63627
1046	9.85604	48963	0.167838	0.000697658	9	1.65831	0.848817	0.0814006	0.777763	0.195854	11.7059	5.24124	-0.0361804	6.63627
1047	10.3254	47481	0.15557	0.000653885	10	1.93649	0.882894	0.0270111	0.753156	0.199469	13.6471	6.17395	0.00523394	6.28059
1048	10.257	45167	0.162104	0.000701397	12.4118	3.04259	0.905341	0.0460433	0.677309	0.153573	18.5294	7.09857	-0.00510599	5.65392
1049	10.2458	44698	0.170479	0.000711184	8.64706	2.0292	0.859364	0.0417467	0.818895	0.199788	10.7647	5.91111	0.010101	6.60781
1050	10.3296	42772	0.169961	0.000754524	12.6471	2.80493	0.894659	0.0512703	0.692415	0.170529	19.0588	8.55475	0.0187735	5.05175
1051	10.572	41723	0.180172	0.000772188	13.8235	1.70423	0.926437	0.0188344	0.642259	0.180929	22.7059	9.18399	0.0229607	4.96178
1052	10.5401	43526	0.180889	0.000747328	13.4706	2.57676	0.919811	0.0231729	0.659397	0.15785	21.1765	9.17357	0.0465187	4.92312
1053	11.0282	43310	0.170543	0.000788068	12	2.66927	0.900068	0.034808	0.73434	0.19615	17	8.13941	0.0158631	5.43973
1054	10.9962	45642	0.175634	0.000824717	14.2353	2.43745	0.932387	0.0191658	0.717633	0.151398	20.0588	6.95045	0.00765881	5.91964
1055	10.9233	44573	0.178215	0.000784118	13.8824	2.05798	0.929953	0.0147449	0.678002	0.177497	21	6.61438	0.0398556	5.93384
1056	10.8477	47018	0.171922	0.000793488	12.1765	2.48081	0.908587	0.0244443	0.706237	0.181148	17.9412	8.04263	-0.00585877	5.39598
1057	10.5173	48209	0.176554	0.000841582	11.8824	2.44649	0.899121	0.0322237	0.62411	0.196513	19.6471	6.88242	0.0283224	5.53466
1058	10.7802	49160	0.162283	0.000874922	13.7059	3.45985	0.92238	0.0364798	0.63436	0.20806	24.1765	13.4361	0.0273058	4.56814
1059	10.6301	46460	0.153318	0.000844913	13.2941	2.73324	0.920757	0.0327043	0.60028	0.16208	22.5882	7.63265	-0.0229868	5.32167
1060	10.6648	47682	0.163413	0.000827132	13.7059	2.75601	0.923056	0.031269	0.689518	0.142642	20.0588	7.83	0.00166894	5.47831
1061	10.9762	47538	0.151981	0.000836023	14.1176	2.89142	0.924544	0.0347807	0.687414	0.189532	21.8235	10.0264	0.0121139	4.90368
1062	10.6303	49470	0.147534	0.000797931	14.7647	1.75105	0.936173	0.0158756	0.582587	0.171914	26.8235	9.9199	0.0334728	4.82307
1063	10.3214	49055	0.142157	0.000844505	14.0588	3.05104	0.924273	0.0265548	0.623571	0.132569	22.4706	6.88402	-0.0189538	5.83632
1064	9.98975	48983	0.153679	0.000817582	14.6471	2.57248	0.93455	0.0220066	0.689794	0.1245	20.8235	5.05266	0.0100375	6.6514
1065	9.98975	48983	0.153679	0.000817582	14.6471	2.57248	0.93455	0.0220066	0.689794	0.1245	20.8235	5.05266	0.0100375	6.6514
1066	10.2601	48778	0.149325	0.000849357	13.0588	2.01465	0.918188	0.0235851	0.723731	0.161488	18.1765	5.89741	-0.00381388	6.2504
1067	10.2601	48778	0.149325	0.000849357	13.0588	2.01465	0.918188	0.0235851	0.723731	0.161488	18.1765	5.89741	-0.00381388	6.2504
1068	10.34	48983	0.137874	0.000804397	15	2.20794	0.930088	0.0238635	0.560058	0.130169	27.2941	8.14528	-0.0123531	5.28964
1069	10.7002	49002	0.138237	0.000790166	13.8235	1.70423	0.925355	0.0283668	0.716821	0.172431	19.7059	6.80776	0.0305413	5.89513
1070	10.4106	47456	0.128007	0.00074922	12.0588	3.11188	0.909804	0.0371171	0.649037	0.178913	20.3529	12.6834	-0.0178681	4.24174
1071	10.3462	45469	0.141437	0.000712375	12.2941	2.33893	0.908316	0.0295838	0.73076	0.15414	16.9412	6.40772	0.0206471	5.99963
1072	10.5763	47285	0.145415	0.000734697	10.8235	2.2977	0.88384	0.0379756	0.771103	0.178167	14.7059	8.8795	-0.0258525	5.27393
1073	10.2069	46865	0.155808	0.000751336	10.9412	2.63322	0.881136	0.0439327	0.767461	0.184192	14.1765	5.47991	-0.0198823	6.5471
1074	10.2069	46865	0.155808	0.000751336	10.9412	2.63322	0.881136	0.0439327	0.767461	0.184192	14.1765	5.47991	-0.0198823	6.5471
1075	9.73237	46079	0.149267	0.000792725	13.1765	2.62762	0.921433	0.0248823	0.711102	0.177692	18.6471	6.16382	-0.0177947	6.1975
1076	9.5214	47821	0.134876	0.000777831	12.0588	2.24918	0.902907	0.0356278	0.699833	0.187593	17.8235	7.07315	-0.0394532	5.69998
1077	9.2942	47161	0.140465	0.000753175	11.6471	1.61791	0.901014	0.03224	0.686938	0.197327	17.4118	6.06278	0.0214352	6.06785
1078	9.45973	47326	0.149654	0.000734342	14.5294	2.42687	0.929547	0.0221386	0.689489	0.142352	21.1765	6.81208	0.00015067	5.91184
1079	9.15291	44621	0.158473	0.000768021	12.5882	2.45099	0.908316	0.0273564	0.692405	0.163107	18.5294	7.33244	0.00724526	5.56963
1080	9.38372	41917	0.144306	0.000782474	12.8824	2.49706	0.912238	0.0291265	0.725633	0.177078	18.4118	8.46359	0.00276328	5.30044
1081	9.13402	40713	0.146783	0.000803486	15.0588	2.5365	0.938066	0.0228078	0.691561	0.172542	22.7059	9.10196	0.00089579	5.24739
1082	8.66005	43079	0.133101	0.000830099	14.1176	2.36861	0.931981	0.0221553	0.731053	0.159378	19.5882	7.35747	-0.0145843	5.80409
1083	8.52552	42196	0.1439	0.000812675	11.3529	2.69122	0.887627	0.0470414	0.673772	0.132941	16.7647	6.14949	0.0290038	5.88564
1084	8.50862	41833	0.131534	0.00082769	15.5294	1.73629	0.944828	0.012851	0.682052	0.1422	22.7647	5.60724	-0.0131989	6.54376
1085	8.50862	41833	0.131534	0.00082769	15.5294	1.73629	0.944828	0.012851	0.682052	0.1422	22.7647	5.60724	-0.0131989	6.54376
1086	8.21231	39682	0.138447	0.000811682	13	2.91548	0.915483	0.040545	0.746452	0.159898	17.9412	8.39993	-0.0202082	5.43266
1087	8.21231	39682	0.138447	0.000811682	13	2.91548	0.915483	0.040545	0.746452	0.159898	17.9412	8.39993	-0.0202082	5.43266
1088	8.65906	41298	0.149609	0.000840052	12.3529	2.31682	0.91021	0.0381349	0.645723	0.157166	20.3529	10.8854	-0.0263361	4.2548
1089	8.50578	41864	0.160176	0.000872479	12.2353	1.82104	0.903989	0.0251371	0.728389	0.1583	16.6471	4.99926	0.0113056	6.61726
1090	8.77336	41287	0.162816	0.000825485	13	2.52488	0.913049	0.0341965	0.725477	0.170467	18.0588	6.16918	-0.0274835	6.15875
1091	8.30805	40719	0.149415	0.00078296	12	1.58114	0.911562	0.0232331	0.711777	0.171424	17.2353	6.38875	0.00645161	6.03164
1092	8.31028	41028	0.148665	0.00074598	13.4118	2.2096	0.923867	0.0270772	0.670972	0.155876	20.3529	7.22791	-0.0106157	5.58477
1093	8.46431	40884	0.134269	0.000792336	11.2941	2.25734	0.902231	0.0330059	0.767053	0.168447	14.8824	6.80884	-0.0132008	5.9827
1094	8.33024	42970	0.12423	0.000774984	12.2353	2.65823	0.910751	0.0253296	0.710066	0.181157	17.9412	8.92658	-0.0435854	5.22221
1095	8.03885	45519	0.134866	0.000753307	12.7647	2.04724	0.908181	0.035217	0.735763	0.186158	18.2353	8.70007	-0.00185071	5.19227
1096	8.38315	43040	0.137935	0.000794174	13	2.09165	0.912779	0.0438025	0.71453	0.126763	17.9412	5.16564	-0.0144305	6.43701
1097	8.31205	40694	0.125769	0.000750399	13.4706	1.69991	0.923867	0.0272111	0.683713	0.131768	19.6471	6.18406	0.0157576	6.02961
1098	8.31205	40694	0.125769	0.000750399	13.4706	1.69991	0.923867	0.0272111	0.683713	0.131768	19.6471	6.18406	0.0157576	6.02961
1099	8.05465	41067	0.125454	0.000769544	11	1.93649	0.89574	0.0350522	0.780585	0.177215	14.1765	5.42258	0.0154712	6.55216
1100	8.05465	41067	0.125454	0.000769544	11	1.93649	0.89574	0.0350522	0.780585	0.177215	14.1765	5.42258	0.0154712	6.55216
1101	8.46539	39984	0.119749	0.000815869	11	2.09165	0.892495	0.0350483	0.743708	0.172832	14.7647	5.40289	-0.0246584	6.48864
1102	8.20574	38272	0.109408	0.000825003	13.1176	2.02739	0.923462	0.0255571	0.751862	0.146955	17.2941	5.20534	0.00212314	6.60138
1103	8.6132	40222	0.107307	0.000800287	12.2941	2.46892	0.907776	0.0295615	0.681265	0.149563	17.9412	5.83599	0.00215983	6.12362
1104	8.6132	40222	0.107307	0.000800287	12.2941	2.46892	0.907776	0.0295615	0.681265	0.149563	17.9412	5.83599	0.00215983	6.12362
1105	8.25585	40893	0.109214	0.000797748	12.5882	2.18114	0.917647	0.0212758	0.7041	0.179328	18.4118	7.52545	0.0441938	5.55375
1106	8.42341	38787	0.118816	0.000753432	13.9412	2.48673	0.926302	0.0272304	0.746492	0.133999	18.8235	7.56832	0.000907167	5.71597
1107	8.8455	38226	0.118381	0.000754176	13.5882	1.69775	0.927924	0.0153985	0.645443	0.147192	21.4118	7.28919	0.0245815	5.57271
1108	8.58195	36129	0.117598	0.000723767	12.7647	1.71499	0.921433	0.0244673	0.768593	0.165716	16.5882	5.93779	0.0262718	6.36656
1109	8.58195	36129	0.117598	0.000723767	12.7647	1.71499	0.921433	0.0244673	0.768593	0.165716	16.5882	5.93779	0.0262718	6.36656
1110	8.94285	34037	0.121739	0.00073444	11.2941	2.22948	0.901285	0.0304811	0.742199	0.160849	15.4706	6.72791	0.00823365	5.90654
1111	9.25172	34090	0.131249	0.00069846	12.5882	2.09341	0.906829	0.0293173	0.666365	0.187104	19.5294	7.39187	0.00108108	5.4699
1112	8.82875	35791	0.14288	0.000684457	10.8235	1.87867	0.888032	0.0326906	0.733899	0.172697	15.1176	6.70711	-0.0254144	5.93327
1113	8.82875	35791	0.14288	0.000684457	10.8235	1.87867	0.888032	0.0326906	0.733899	0.172697	15.1176	6.70711	-0.0254144	5.93327
1114	8.82875	35791	0.14288	0.000684457	10.8235	1.87867	0.888032	0.0326906	0.733899	0.172697	15.1176	6.70711	-0.0254144	5.93327
1115	8.94035	35910	0.134437	0.000698999	12.1765	2.53069	0.895064	0.0474682	0.69337	0.159446	18	7.81025	-0.0261551	5.3119
1116	8.94035	35910	0.134437	0.000698999	12.1765	2.53069	0.895064	0.0474682	0.69337	0.159446	18	7.81025	-0.0261551	5.3119
1117	8.61423	35217	0.124224	0.00072948	12.7647	2.53795	0.916024	0.0293961	0.679076	0.155204	19	7.1239	-0.0151446	5.64249
1118	8.25861	34837	0.112437	0.000769559	14.0588	3.21074	0.927519	0.0282618	0.70273	0.100519	19.7647	7.11099	-0.00211416	5.98819
1119	8.53545	35152	0.125076	0.000798267	12.8235	3.30218	0.915889	0.0326127	0.676353	0.178125	19.6471	8.98569	-0.0108613	5.24344
1120	8.2626	37348	0.126841	0.000769798	10.9412	2.16421	0.889114	0.0354233	0.784851	0.143177	13.7059	5.04684	-0.00126024	6.7173
1121	8.0857	39622	0.112744	0.000756733	13.1176	1.79869	0.929006	0.013862	0.693963	0.148354	19.1176	6.66035	-0.000452284	5.92593
1122	8.31504	37490	0.125208	0.000761212	13.0588	2.51174	0.917512	0.0248776	0.755147	0.179324	17.7059	6.8261	0.026384	5.99186
1123	8.44574	38317	0.131688	0.000781465	12.1765	2.2977	0.914943	0.0229741	0.726085	0.168266	17.0588	6.87814	0.00581573	5.8564
1124	8.03601	36850	0.137564	0.000780001	11.5294	2.50294	0.89831	0.0396054	0.701339	0.146584	16.4118	6.48131	0.00483242	5.85906
1125	8.45541	37195	0.13119	0.000826604	11.5294	2.47784	0.901961	0.0273087	0.677526	0.180031	17.7059	7.74407	0.0449612	5.35087
1126	8.45541	37195	0.13119	0.000826604	11.5294	2.47784	0.901961	0.0273087	0.677526	0.180031	17.7059	7.74407	0.0449612	5.35087
1127	8.66674	37286	0.136957	0.000821735	11.7059	2.14373	0.900473	0.0364185	0.718931	0.171238	17	8.25379	-0.0288027	5.26896
1128	8.44548	37078	0.128297	0.000863038	13	1.87083	0.917241	0.0202866	0.705362	0.178212	19.1176	7.39833	-0.0137489	5.65761
1129	8.05071	34906	0.117692	0.000850322	11.7059	1.31171	0.910345	0.0202866	0.738408	0.190689	16.1765	5.95016	-0.0172414	6.41534
1130	8.30567	34643	0.10886	0.00082738	12.1176	1.7278	0.911291	0.0214893	0.720423	0.192554	17.5294	7.34096	0.00169049	5.71421
1131	8.30567	34643	0.10886	0.00082738	12.1176	1.7278	0.911291	0.0214893	0.720423	0.192554	17.5294	7.34096	0.00169049	5.71421
1132	8.61615	32132	0.103113	0.000810117	12.6471	2.20627	0.909398	0.0322767	0.708449	0.176681	18.7059	9.36593	0.0218529	4.88397
1133	8.61615	32132	0.103113	0.000810117	12.6471	2.20627	0.909398	0.0322767	0.708449	0.176681	18.7059	9.36593	0.0218529	4.88397
1134	8.23046	30841	0.100553	0.000769473	12.8824	2.57105	0.910615	0.0335002	0.711896	0.18711	19.0588	8.91257	-0.008	5.1206
1135	8.23046	30841	0.100553	0.000769473	12.8824	2.57105	0.910615	0.0335002	0.711896	0.18711	19.0588	8.91257	-0.008	5.1206
1136	8.58439	33453	0.10018	0.000737402	13	2.12132	0.916971	0.030279	0.665672	0.121021	19.2941	5.50868	0.0567073	6.1978
1137	8.58439	33453	0.10018	0.000737402	13	2.12132	0.916971	0.030279	0.665672	0.121021	19.2941	5.50868	0.0567073	6.1978
1138	8.58439	33453	0.10018	0.000737402	13	2.12132	0.916971	0.030279	0.665672	0.121021	19.2941	5.50868	0.0567073	6.1978
1139	8.91058	35290	0.101	0.000735718	13.1765	1.91165	0.924544	0.0217365	0.708118	0.185101	19.3529	7.99954	0.00333232	5.45059
1140	9.11412	34204	0.109763	0.000767382	11.3529	3.31552	0.88641	0.0459559	0.739067	0.199128	16.0588	8.44446	0.0184747	5.51571
1141	9.28294	33731	0.10761	0.000724127	14.5882	2.67065	0.932928	0.0216299	0.630862	0.190276	25.1765	11.6953	0.0256487	4.54817
1142	9.28294	33731	0.10761	0.000724127	14.5882	2.67065	0.932928	0.0216299	0.630862	0.190276	25.1765	11.6953	0.0256487	4.54817
1143	9.37922	33106	0.105075	0.000770042	11.5882	2.34678	0.899121	0.0311713	0.755877	0.194749	15.9412	7.91731	-0.0349345	5.61579
1144	9.64579	34912	0.117061	0.000775066	11.1176	2.59524	0.888438	0.041627	0.778487	0.138441	14	5.22015	-0.0020495	6.63384
1145	10.0852	34432	0.103881	0.000801007	10.4706	1.97223	0.875186	0.037394	0.719144	0.172696	14.3529	4.60897	0.0100784	6.73954
1146	9.79957	31893	0.109853	0.00084662	9.76471	2.33263	0.868154	0.0420283	0.759561	0.270843	15.1176	10.3313	0.0111272	5.06017
1147	9.79957	31893	0.109853	0.00084662	9.76471	2.33263	0.868154	0.0420283	0.759561	0.270843	15.1176	10.3313	0.0111272	5.06017
1148	9.79957	31893	0.109853	0.00084662	9.76471	2.33263	0.868154	0.0420283	0.759561	0.270843	15.1176	10.3313	0.0111272	5.06017
1149	10.2677	34013	0.104418	0.000824266	11.1765	2.09867	0.894794	0.0321585	0.741719	0.136294	15.0588	6.59991	0.014393	5.94143
1150	10.7575	35598	0.10939	0.000828792	13.3529	2.39638	0.918864	0.0226813	0.702943	0.151382	19	6.45174	0.0234542	5.9847
1151	10.5467	36504	0.100236	0.000793719	12.1765	2.03824	0.90737	0.024982	0.689199	0.226861	18.8824	7.79329	0.0240592	5.48069
1152	10.5467	36504	0.100236	0.000793719	12.1765	2.03824	0.90737	0.024982	0.689199	0.226861	18.8824	7.79329	0.0240592	5.48069
1153	10.5467	36504	0.100236	0.000793719	12.1765	2.03824	0.90737	0.024982	0.689199	0.226861	18.8824	7.79329	0.0240592	5.48069
1154	10.6502	34634	0.104953	0.000840138	11.3529	2.44799	0.897904	0.0402468	0.724806	0.18296	16.1176	7.01679	-0.000155982	5.73448
1155	11.1493	36448	0.102186	0.00082003	13.1765	3.69519	0.915213	0.0442557	0.717758	0.203482	19.6471	9.3871	-0.00719424	5.44598
1156	11.471	37873	0.111633	0.000837899	13.1765	2.48081	0.917647	0.0268242	0.674083	0.195884	20.1176	7.32191	-0.0132845	5.63693
1157	11.6201	36374	0.117723	0.000885941	12.4706	2.40098	0.902096	0.0414197	0.671453	0.164921	18.8235	6.62604	-0.0223741	5.73017
1158	11.6201	36374	0.117723	0.000885941	12.4706	2.40098	0.902096	0.0414197	0.671453	0.164921	18.8235	6.62604	-0.0223741	5.73017
1159	11.6201	36374	0.117723	0.000885941	12.4706	2.40098	0.902096	0.0414197	0.671453	0.164921	18.8235	6.62604	-0.0223741	5.73017
1160	11.4979	38136	0.125692	0.000881276	12.8824	1.7278	0.922921	0.0219013	0.713514	0.180661	18.8235	8.0408	-0.00728597	5.45507
1161	11.9257	38043	0.139319	0.000904197	13.9412	3.03048	0.923597	0.0289592	0.631846	0.161328	23.1176	9.4133	-0.0285367	4.9993
1162	11.7712	37285	0.140282	0.000930466	12.4706	1.87475	0.915754	0.0207047	0.689765	0.208285	19.5294	9.85595	0.028877	4.82419
1163	11.7712	37285	0.140282	0.000930466	12.4706	1.87475	0.915754	0.0207047	0.689765	0.208285	19.5294	9.85595	0.028877	4.82419
1164	11.5557	34574	0.149777	0.000951556	13.8824	2.2606	0.927924	0.0279896	0.663922	0.180635	22	9	0.0070922	5.00175
1165	11.1203	32912	0.162551	0.000964085	12.8824	2.52196	0.91332	0.0352385	0.717501	0.147821	17.8824	5.76501	0.0217591	6.23004
1166	11.1203	32912	0.162551	0.000964085	12.8824	2.52196	0.91332	0.0352385	0.717501	0.147821	17.8824	5.76501	0.0217591	6.23004
1167	10.8873	31740	0.156018	0.000947536	13.7059	2.25734	0.922921	0.0241532	0.656779	0.187793	22.1176	9.1507	-0.00288359	4.96648
1168	10.985	33823	0.16817	0.000943404	13.7059	2.14373	0.928465	0.0145365	0.64345	0.160878	22.2941	9.17718	0.0120627	4.92887
1169	11.1	32226	0.178258	0.000972305	12.5882	2.7852	0.922245	0.0276846	0.67887	0.138672	18.5882	6.76442	0.0315534	5.79597
1170	11.0294	32065	0.19236	0.000978843	11.8235	2.15741	0.893171	0.0367827	0.686567	0.140556	17.0588	5.37902	0.00799498	6.25493
1171	11.0134	30536	0.203459	0.000991714	14.5294	2.06512	0.935767	0.0183993	0.705883	0.162297	21.1765	8.2024	-0.00164646	5.4744
1172	10.9502	32265	0.190812	0.000990769	12.0588	2.07577	0.906964	0.0386224	0.72621	0.124564	16.1765	4.72011	-0.0077232	6.67546
1173	10.9468	34365	0.176504	0.000997155	12.0588	2.04544	0.90453	0.038793	0.678368	0.17073	18.2941	7.63843	0.0208881	5.30029
1174	10.9468	34365	0.176504	0.000997155	12.0588	2.04544	0.90453	0.038793	0.678368	0.17073	18.2941	7.63843	0.0208881	5.30029
1175	10.4606	34518	0.181578	0.000981848	11.6471	2.28968	0.905341	0.0306299	0.690823	0.157426	17.4118	7.48381	0.00386698	5.43864
1176	10.7139	36904	0.190898	0.000934413	13.1176	2.28808	0.920081	0.0214504	0.691007	0.19301	19.7647	7.55422	0.0203833	5.55866
1177	10.7139	36904	0.190898	0.000934413	13.1176	2.28808	0.920081	0.0214504	0.691007	0.19301	19.7647	7.55422	0.0203833	5.55866
1178	10.5	38199	0.199851	0.000957929	12.8824	2.36861	0.920487	0.0232891	0.707075	0.16404	18.4706	6.60604	-0.0232983	5.95549
1179	10.9181	40036	0.214187	0.000912439	12.1176	2.73593	0.90142	0.0362195	0.737141	0.188425	16.8824	6.89096	-0.0186567	5.92403
1180	11.0211	39288	0.223801	0.000906755	14.9412	2.38408	0.932792	0.0214042	0.615397	0.124843	24.5294	7.52594	-0.00931211	5.56202
