Sim	GAMMA	NCURR	STEPS	STR_MUTATION	K_1	Ksd_1	H_1	Hsd_1	GW_1	GWsd_1	R_1	Rsd_1	FIS	Distance
52	10.9559	49955	0.155665	0.000918187	12.3529	2.47339	0.906288	0.035255	0.650954	0.123444	19.1176	7.88893	-0.012987	5.20199
53	11.3133	48806	0.167129	0.000881901	16.4706	3.22331	0.943611	0.0286334	0.538436	0.189582	33.5294	14.5005	-0.010245	5.26153
54	11.0784	49951	0.15321	0.000896218	13.5882	3.04259	0.92211	0.0304964	0.674076	0.123868	20.1765	7.64228	0.0138151	5.57747
55	11.4519	48293	0.158113	0.000941788	13.7059	3.15762	0.918864	0.0445672	0.635274	0.155124	22.7059	11.8836	0.00579092	4.3569
56	11.2477	47784	0.158245	0.000967335	16.7647	2.25082	0.947803	0.0182242	0.556697	0.151608	31.6471	10.5234	0.0200827	5.19519
57	11.5869	49709	0.156968	0.000940452	12.9412	2.13514	0.912644	0.0374402	0.64967	0.137684	20.1176	7.13164	-0.0145862	5.46768
58	11.7178	49355	0.152607	0.000906517	13.8235	2.24264	0.92549	0.027515	0.724739	0.143885	19.0588	5.86803	0.00438796	6.26985
59	11.8098	49626	0.142108	0.00093772	12.6471	2.39638	0.905747	0.048908	0.697692	0.182979	18.4706	7.23807	-0.0225936	5.56553
60	12.0755	49240	0.132845	0.00090374	14.1765	2.3779	0.933739	0.019289	0.71293	0.180271	20.5882	7.80271	-0.0213149	5.65039
61	12.5818	49892	0.124719	0.000915776	13.3529	2.66789	0.924544	0.0241685	0.619747	0.144852	22.2353	8.64241	0.00772376	4.99702
62	13.0317	48904	0.135472	0.000934232	13.8824	2.54662	0.924273	0.0254757	0.615495	0.194961	24.5882	11.4677	-0.00136384	4.40805
63	12.803	48451	0.143581	0.000890801	13.7059	2.25734	0.930088	0.0188705	0.611498	0.153056	23.2353	8.58436	-0.0167244	5.04674
64	13.2183	47272	0.129271	0.000850151	14.4706	2.29449	0.931981	0.0316568	0.656456	0.170503	22.3529	6.21431	0.002855	6.02332
65	12.7258	48142	0.133962	0.000808354	15.2353	2.56246	0.933739	0.0224541	0.610389	0.169885	26.1176	9.57785	-0.03003	5.06037
66	12.7741	48894	0.138814	0.000805534	14.4118	2.57534	0.927113	0.0263337	0.624805	0.164177	23.9412	8.64921	0.0149479	5.11272
67	12.7338	47494	0.124761	0.000790448	10.7647	2.30568	0.890602	0.0380619	0.732218	0.185102	14.7647	5.1421	0.0187019	6.53801
68	12.416	46004	0.132031	0.000800547	10.8235	1.94407	0.89263	0.0309681	0.715492	0.162934	15.1765	5.63732	0.00737255	6.28501
69	12.5011	43941	0.132679	0.000801054	14.5294	3.28096	0.930494	0.034507	0.688093	0.180167	21.9412	9.16154	-0.00752785	5.34621
70	12.4826	44119	0.130653	0.000769069	13.7059	2.17269	0.921163	0.0295713	0.715774	0.173556	20.0588	9.18198	-0.0136903	5.07165
71	12.6371	46229	0.133347	0.000760666	13	2.95804	0.914943	0.0366016	0.747467	0.153462	17.2353	5.92167	0.00137762	6.36378
72	12.868	46683	0.136074	0.000775469	12.7059	2.22948	0.916836	0.0219482	0.681343	0.124333	18.4706	5.77838	0.00351306	6.17556
73	13.0331	46704	0.127128	0.000813946	12.4118	2.00184	0.911291	0.0296416	0.709762	0.17066	17.6471	5.79807	0.0284047	6.19104
74	13.2734	46062	0.137138	0.000774662	12.5294	3.0438	0.904936	0.0442338	0.712066	0.185445	17.8824	6.53722	0.0123762	6.00835
75	12.9095	44441	0.123817	0.000728042	12.4118	2.09341	0.910345	0.0293947	0.729041	0.161005	17.4118	7.41669	0.0184502	5.59752
76	12.7432	44651	0.136655	0.000713014	13.5294	2.62482	0.926437	0.0275023	0.649625	0.166724	21.5882	8.77538	0.00544135	5.04014
77	13.1107	42617	0.124565	0.000753179	12.8235	2.27033	0.914672	0.0230585	0.680802	0.122152	18.6471	5.89429	-0.0078113	6.13693
78	13.5877	43413	0.12901	0.000732189	11.7647	2.70484	0.905882	0.0310714	0.703086	0.186966	16.8235	5.97113	0.00448292	6.19773
79	13.5877	43413	0.12901	0.000732189	11.7647	2.70484	0.905882	0.0310714	0.703086	0.186966	16.8235	5.97113	0.00448292	6.19773
80	13.8738	45940	0.12071	0.000739398	13.6471	3.42675	0.920892	0.0385705	0.686995	0.16505	20.6471	8.75315	-0.0139988	5.39787
81	14.3731	47502	0.125014	0.000749331	11.5882	1.90587	0.903043	0.0236714	0.680139	0.174354	17.5882	7.48381	0.0192188	5.45934
82	14.6185	49612	0.138281	0.000731448	12.4706	2.7413	0.911562	0.0326841	0.658328	0.206642	19.8824	7.98344	0.00645161	5.32887
83	14.4305	48069	0.124091	0.000762187	12.4118	1.97037	0.911697	0.0270672	0.662601	0.145445	18.5882	4.98822	0.00215054	6.42814
84	14.4196	48026	0.118067	0.000758017	14.2353	1.5219	0.924003	0.0207927	0.676821	0.157964	21.4118	6.88348	0.00712229	5.86748
85	14.6567	46268	0.116468	0.000776447	12.0588	2.46147	0.903448	0.0321531	0.680712	0.146747	17.6471	6.11291	-0.0207881	6.01076
86	14.16	48099	0.112852	0.000819402	11	2.12132	0.902637	0.0249049	0.748657	0.175783	14.8824	5.9779	-0.00372439	6.28929
87	14.6468	49766	0.122434	0.000810396	14.7647	2.43745	0.936579	0.0198098	0.604088	0.158095	26.2353	12.5226	-0.0137642	4.39709
88	14.7149	47174	0.124941	0.000800392	14.8824	2.34207	0.938201	0.0190937	0.638678	0.164275	24.0588	8.01148	0.00104493	5.44332
89	14.7149	47174	0.124941	0.000800392	14.8824	2.34207	0.938201	0.0190937	0.638678	0.164275	24.0588	8.01148	0.00104493	5.44332
90	14.5014	47037	0.132508	0.000780318	12.4118	2.55095	0.908046	0.0352501	0.755454	0.117304	16	4.88621	0.0248112	6.71463
91	14.5014	47037	0.132508	0.000780318	12.4118	2.55095	0.908046	0.0352501	0.755454	0.117304	16	4.88621	0.0248112	6.71463
92	14.76	47939	0.130239	0.000811399	11.8235	1.55062	0.90453	0.0239196	0.654541	0.151416	18	5.22015	-0.0150271	6.37365
93	14.6051	49512	0.124487	0.000803402	14.5294	2.80886	0.924273	0.0319829	0.662925	0.193931	23.8824	11.6773	-0.00136384	4.59247
94	14.1589	49015	0.110515	0.000787017	12.7647	2.04724	0.917647	0.0177741	0.666145	0.13065	18.9412	5.44829	-0.0221475	6.32464
95	14.1085	46774	0.1139	0.000791201	12.4706	1.94029	0.912779	0.0325865	0.743123	0.155519	16.5294	4.95123	0.0433584	6.63295
96	14.1085	46774	0.1139	0.000791201	12.4706	1.94029	0.912779	0.0325865	0.743123	0.155519	16.5294	4.95123	0.0433584	6.63295
97	14.2431	45847	0.101004	0.000754936	13.1765	2.62762	0.918458	0.0263005	0.666954	0.1637	20.5882	9.72792	0.0274223	4.76289
98	14.4239	46005	0.112399	0.000751831	13.8235	2.40404	0.930629	0.0210573	0.657535	0.171923	22.2353	10.0656	0.0013544	4.7363
99	14.4239	46005	0.112399	0.000751831	13.8235	2.40404	0.930629	0.0210573	0.657535	0.171923	22.2353	10.0656	0.0013544	4.7363
100	14.7286	47091	0.115062	0.000753204	13.7059	2.41777	0.926572	0.0211237	0.710234	0.152992	19.4706	6.67193	-0.0031746	5.96517
101	14.8723	44791	0.110271	0.000762124	12.8824	2.59524	0.912644	0.0290216	0.668975	0.156683	19.5294	6.97422	0.0343348	5.6454
102	14.7421	45725	0.111567	0.000773205	11.7647	2.38562	0.908452	0.0422344	0.70416	0.13959	16.6471	5.97852	0.020798	6.03279
103	14.2581	43136	0.122293	0.000811815	12.8235	2.18619	0.91021	0.0384196	0.684872	0.189852	19.7059	9.38593	-0.012931	4.83192
104	14.2581	43136	0.122293	0.000811815	12.8235	2.18619	0.91021	0.0384196	0.684872	0.189852	19.7059	9.38593	-0.012931	4.83192
105	14.3756	44881	0.111301	0.000768434	13.8824	2.05798	0.925761	0.0201685	0.663581	0.164428	20.9412	5.11701	0.0178409	6.48183
106	14.3913	46595	0.101155	0.000773351	11.7059	2.66375	0.899527	0.0351728	0.724269	0.145173	15.8235	5.04028	0.0242688	6.57634
107	14.2832	47843	0.105466	0.000816048	14.5882	2.31999	0.921839	0.0297965	0.658967	0.14907	22.2353	6.63824	0.0135156	5.8531
108	14.5939	49913	0.101236	0.000859856	15.0588	3.17156	0.928465	0.0407915	0.644207	0.124148	23.5294	8.3973	-0.0229469	5.44167
109	14.3407	48940	0.106339	0.000818392	14	1.73205	0.931034	0.0199252	0.768893	0.148212	18.2353	6.38875	-0.0331325	6.30013
110	14.4111	49275	0.101486	0.000772027	13.4118	2.09341	0.924273	0.0253847	0.652309	0.167334	21.2353	8.51858	-0.0145543	5.10152
111	14.6718	49436	0.10948	0.000795823	14	2	0.928871	0.0183093	0.707625	0.168425	20.0588	6.66587	0.0125094	5.98056
112	14.6151	48501	0.113999	0.000828316	12.7059	2.66375	0.915078	0.0306001	0.714074	0.162314	18.4706	9.21356	0.0148386	5.01814
113	14.3483	49265	0.120987	0.000797572	14.3529	2.0292	0.931981	0.0217794	0.739904	0.162144	19.5882	6.27554	-0.0102225	6.23249
114	14.7676	49277	0.125767	0.000831151	13.3529	2.42232	0.924949	0.0340484	0.637694	0.22131	23.4118	12.9038	-0.00499773	4.23722
115	14.3764	47824	0.113365	0.000814443	12.8235	3.32106	0.907776	0.0376591	0.725312	0.154626	17.4706	5.91732	0.0155744	6.40875
116	14.868	48120	0.113183	0.000779167	12.5882	2.57534	0.91359	0.0289425	0.721162	0.132847	17.1176	5.0483	-0.00459982	6.6005
117	14.9458	46799	0.125688	0.000776636	11.1176	2.08813	0.893982	0.0404663	0.736704	0.186471	15.2353	5.93222	-0.000156666	6.20589
118	14.9984	47743	0.12261	0.000790381	13.2353	2.46296	0.92522	0.0278023	0.75941	0.185391	17.9412	7.61143	0.0172466	5.72326
119	14.9984	47743	0.12261	0.000790381	13.2353	2.46296	0.92522	0.0278023	0.75941	0.185391	17.9412	7.61143	0.0172466	5.72326
120	14.9435	47309	0.108834	0.00075998	12.8235	2.27033	0.918188	0.0228741	0.751708	0.139994	16.9412	5.45975	-0.00823924	6.50937
121	14.958	46478	0.109887	0.000752464	13.1765	2.67477	0.913455	0.0368708	0.675928	0.193249	20.1765	7.25634	0.026348	5.59496
122	14.6778	44859	0.103416	0.00071178	12.5882	2.95928	0.912238	0.0373009	0.678362	0.149489	19.3529	10.0991	0.0116636	4.68463
123	14.7765	44035	0.110889	0.000690689	14.4118	2.73995	0.932928	0.0229775	0.592002	0.119368	25.0588	10.365	0.00825454	4.63848
124	14.7164	43261	0.113554	0.000733567	12.7647	2.01648	0.921298	0.0276045	0.647532	0.146608	20.2353	7.75024	-0.00912409	5.26658
125	14.8149	40752	0.105858	0.000686757	11.5294	1.69991	0.909939	0.0228911	0.707294	0.126704	15.9412	4.62967	0.0269107	6.73942
126	14.7389	38621	0.111432	0.000641606	12.3529	2.71434	0.912508	0.0309542	0.734173	0.119625	16.4118	5.2922	0.0608056	6.53227
127	14.7389	38621	0.111432	0.000641606	12.3529	2.71434	0.912508	0.0309542	0.734173	0.119625	16.4118	5.2922	0.0608056	6.53227
128	14.9279	41043	0.105558	0.000638369	12.3529	3.01954	0.912103	0.0344974	0.713731	0.155163	17.2941	6.12132	-0.0152097	6.21491
129	14.8564	42882	0.119031	0.00063678	11.8824	2.4208	0.907235	0.0389784	0.760091	0.145522	15.6471	6.85512	-0.0208559	5.91701
130	14.8564	42882	0.119031	0.00063678	11.8824	2.4208	0.907235	0.0389784	0.760091	0.145522	15.6471	6.85512	-0.0208559	5.91701
131	14.9307	45087	0.107449	0.000660737	11.2353	2.46296	0.896687	0.0368397	0.704216	0.183162	16.1176	7.01679	-0.0060928	5.7225
132	14.6057	44155	0.118794	0.000652012	12.8235	1.87867	0.921163	0.0205095	0.658025	0.179993	20	6.64267	0.00835993	5.7947
133	14.6057	44155	0.118794	0.000652012	12.8235	1.87867	0.921163	0.0205095	0.658025	0.179993	20	6.64267	0.00835993	5.7947
134	14.8915	43139	0.123997	0.000629335	11.2941	1.61108	0.903043	0.0239764	0.717076	0.155514	15.6471	4.93636	-0.0167598	6.66905
135	14.9685	41250	0.126693	0.000581944	10	1.69558	0.887221	0.0341311	0.779572	0.176884	12.8235	5.38789	-0.0218009	6.67164
136	14.9685	41250	0.126693	0.000581944	10	1.69558	0.887221	0.0341311	0.779572	0.176884	12.8235	5.38789	-0.0218009	6.67164
137	14.7691	39273	0.130158	0.000544503	10.4706	2.50294	0.886275	0.0367737	0.778416	0.168981	13.4118	6.10388	-0.0183428	6.33808
138	14.8954	38769	0.135897	0.00055276	11.2353	2.35927	0.899527	0.0276909	0.760854	0.159753	14.7647	6.14949	0.0017126	6.23705
139	14.8842	40296	0.148505	0.000528487	9.82353	1.87867	0.875862	0.036925	0.772584	0.203018	13.2941	6.77094	0.00623501	6.06298
140	14.8842	40296	0.148505	0.000528487	9.82353	1.87867	0.875862	0.036925	0.772584	0.203018	13.2941	6.77094	0.00623501	6.06298
141	14.6847	39432	0.147503	0.000491356	12.7059	2.28486	0.914943	0.0251826	0.686642	0.178526	19.0588	7.0398	-0.0119449	5.69826
142	14.4931	39139	0.150407	0.000476136	12.0588	1.98339	0.911832	0.0233158	0.731554	0.160726	16.4118	5.61314	-0.0423012	6.43419
143	14.4931	39139	0.150407	0.000476136	12.0588	1.98339	0.911832	0.0233158	0.731554	0.160726	16.4118	5.61314	-0.0423012	6.43419
144	14.4931	39139	0.150407	0.000476136	12.0588	1.98339	0.911832	0.0233158	0.731554	0.160726	16.4118	5.61314	-0.0423012	6.43419
145	14.4931	39139	0.150407	0.000476136	12.0588	1.98339	0.911832	0.0233158	0.731554	0.160726	16.4118	5.61314	-0.0423012	6.43419
146	14.7584	41710	0.161886	0.000508036	12.2941	2.71027	0.910751	0.0325841	0.677207	0.140818	18.0588	6.15904	0.00553506	5.99762
147	14.7584	41710	0.161886	0.000508036	12.2941	2.71027	0.910751	0.0325841	0.677207	0.140818	18.0588	6.15904	0.00553506	5.99762
148	14.7584	41710	0.161886	0.000508036	12.2941	2.71027	0.910751	0.0325841	0.677207	0.140818	18.0588	6.15904	0.00553506	5.99762
149	14.4825	44410	0.167027	0.0004599	10.1765	2.50588	0.868425	0.0579493	0.807453	0.173156	13	7.48331	-0.00258065	5.77484
150	14.4825	44410	0.167027	0.0004599	10.1765	2.50588	0.868425	0.0579493	0.807453	0.173156	13	7.48331	-0.00258065	5.77484
151	14.1053	46558	0.171758	0.000420595	10.2941	2.11438	0.8833	0.05167	0.780631	0.194483	13.3529	5.72212	0.0103027	6.40512
152	13.6587	48732	0.176904	0.000385029	12.1176	2.14716	0.909533	0.0308631	0.750034	0.177783	16.4706	6.52033	0.0264615	6.0119
153	13.6587	48732	0.176904	0.000385029	12.1176	2.14716	0.909533	0.0308631	0.750034	0.177783	16.4706	6.52033	0.0264615	6.0119
154	13.6587	48732	0.176904	0.000385029	12.1176	2.14716	0.909533	0.0308631	0.750034	0.177783	16.4706	6.52033	0.0264615	6.0119
155	13.6587	48732	0.176904	0.000385029	12.1176	2.14716	0.909533	0.0308631	0.750034	0.177783	16.4706	6.52033	0.0264615	6.0119
156	13.6587	48732	0.176904	0.000385029	12.1176	2.14716	0.909533	0.0308631	0.750034	0.177783	16.4706	6.52033	0.0264615	6.0119
157	13.6587	48732	0.176904	0.000385029	12.1176	2.14716	0.909533	0.0308631	0.750034	0.177783	16.4706	6.52033	0.0264615	6.0119
158	13.6587	48732	0.176904	0.000385029	12.1176	2.14716	0.909533	0.0308631	0.750034	0.177783	16.4706	6.52033	0.0264615	6.0119
159	13.6587	48732	0.176904	0.000385029	12.1176	2.14716	0.909533	0.0308631	0.750034	0.177783	16.4706	6.52033	0.0264615	6.0119
160	13.8481	48452	0.16917	0.000346633	9.88235	1.65387	0.85977	0.0456236	0.740131	0.162997	13.1765	4.73333	-0.0177669	6.77177
161	13.4907	49913	0.18108	0.000337248	10.3529	1.36662	0.8833	0.0270851	0.718649	0.192593	14.5882	5.44356	0.0194898	6.52176
162	13.3215	48157	0.168712	0.000353029	11.2353	1.9535	0.898445	0.0285654	0.708456	0.186593	16.3529	6.53779	0.0365873	5.89689
163	13.3215	48157	0.168712	0.000353029	11.2353	1.9535	0.898445	0.0285654	0.708456	0.186593	16.3529	6.53779	0.0365873	5.89689
164	13.3215	48157	0.168712	0.000353029	11.2353	1.9535	0.898445	0.0285654	0.708456	0.186593	16.3529	6.53779	0.0365873	5.89689
165	13.3215	48157	0.168712	0.000353029	11.2353	1.9535	0.898445	0.0285654	0.708456	0.186593	16.3529	6.53779	0.0365873	5.89689
166	13.3215	48157	0.168712	0.000353029	11.2353	1.9535	0.898445	0.0285654	0.708456	0.186593	16.3529	6.53779	0.0365873	5.89689
167	13.1818	48998	0.174704	0.000388143	12.4118	2.2096	0.908046	0.0279667	0.661874	0.168823	19.2941	7.63843	-0.00200524	5.34273
168	13.2976	48775	0.184413	0.000397716	13.1176	2.39485	0.917782	0.0356278	0.686125	0.103205	18.5882	4.95049	0.00457736	6.5218
169	12.9686	46952	0.191214	0.000425761	12.9412	1.98339	0.91616	0.0217195	0.681403	0.143741	19	6.29484	-0.00611621	5.97665
170	12.9686	46952	0.191214	0.000425761	12.9412	1.98339	0.91616	0.0217195	0.681403	0.143741	19	6.29484	-0.00611621	5.97665
171	13.1936	44433	0.20509	0.000454974	12.0588	2.5365	0.90169	0.0380139	0.733851	0.173861	16.8235	7.55178	0.0176964	5.56442
172	13.1936	44433	0.20509	0.000454974	12.0588	2.5365	0.90169	0.0380139	0.733851	0.173861	16.8235	7.55178	0.0176964	5.56442
173	13.0529	41809	0.198122	0.000423248	11.4706	2.37481	0.901149	0.0360744	0.747356	0.200091	15.8235	6.95733	-0.0234873	5.90842
174	13.0529	41809	0.198122	0.000423248	11.4706	2.37481	0.901149	0.0360744	0.747356	0.200091	15.8235	6.95733	-0.0234873	5.90842
175	12.5951	40180	0.201659	0.000422594	11.7059	2.14373	0.904395	0.02805	0.756098	0.181472	15.7647	6.28022	0.0252205	6.14636
176	12.5951	40180	0.201659	0.000422594	11.7059	2.14373	0.904395	0.02805	0.756098	0.181472	15.7647	6.28022	0.0252205	6.14636
177	12.9958	38765	0.190699	0.000455947	11.8235	2.53069	0.900744	0.0334445	0.75435	0.183577	15.7647	5.83662	-0.0104215	6.3624
178	12.9958	38765	0.190699	0.000455947	11.8235	2.53069	0.900744	0.0334445	0.75435	0.183577	15.7647	5.83662	-0.0104215	6.3624
179	12.9958	38765	0.190699	0.000455947	11.8235	2.53069	0.900744	0.0334445	0.75435	0.183577	15.7647	5.83662	-0.0104215	6.3624
180	13.4558	40474	0.185942	0.000501426	10.8235	2.00734	0.890061	0.0393268	0.707672	0.205556	15.7647	6.78721	-0.0138539	5.83137
181	13.0983	38752	0.186728	0.000540698	13.1765	2.4299	0.919135	0.0265146	0.627045	0.190297	22.2353	9.03832	-0.0160085	4.90129
182	13.4426	40015	0.197356	0.000505899	11.5294	2.45249	0.903178	0.0369329	0.772099	0.182319	15.1765	6.49264	-0.0481516	6.17972
183	13.4426	40015	0.197356	0.000505899	11.5294	2.45249	0.903178	0.0369329	0.772099	0.182319	15.1765	6.49264	-0.0481516	6.17972
184	13.5424	39488	0.203042	0.000509819	11.3529	2.57248	0.893577	0.0470757	0.739565	0.166994	15.4706	6.94728	-0.0233725	5.81694
185	13.5424	39488	0.203042	0.000509819	11.3529	2.57248	0.893577	0.0470757	0.739565	0.166994	15.4706	6.94728	-0.0233725	5.81694
186	13.911	41057	0.195364	0.000531501	11.5882	2.12305	0.894253	0.0420366	0.806544	0.141374	14.1176	5.19474	0.0273823	6.65549
187	13.911	41057	0.195364	0.000531501	11.5882	2.12305	0.894253	0.0420366	0.806544	0.141374	14.1176	5.19474	0.0273823	6.65549
188	13.911	41057	0.195364	0.000531501	11.5882	2.12305	0.894253	0.0420366	0.806544	0.141374	14.1176	5.19474	0.0273823	6.65549
189	13.8063	41272	0.208094	0.000516405	11.5882	2.64714	0.896822	0.0407348	0.74533	0.151495	15.4706	5.93841	0.00312305	6.23503
190	14.0711	42807	0.218323	0.000484342	11.3529	2.871	0.891684	0.0458755	0.802932	0.181057	14	5.40833	-0.00282752	6.6921
